q0,q1,q2,mean_cost,std
0.1,0.3,0.26,411.25,176.42
0.1,0.3,0.28,418.34,193.14
0.1,0.3,0.3,355.27,160.69
0.1,0.3,0.32,398.02,175.29
0.1,0.3,0.34,434.16,176.6
0.1,0.3,0.36,395.82,183.79
0.1,0.3,0.38,383.82,140.82
0.1,0.3,0.4,390.65,166.51
0.1,0.3,0.42,425.51,174.32
0.1,0.3,0.44,425.8,186.32
0.1,0.3,0.46,417.32,177.59
0.1,0.3,0.48,428.51,192.72
0.1,0.3,0.5,376.98,185.06
0.1,0.3,0.52,403.45,197.73
0.1,0.3,0.54,404.42,195.95
0.1,0.3,0.56,433.93,164.77
0.1,0.3,0.58,403.97,192.87
0.1,0.3,0.6,417.37,189.94
0.1,0.3,0.62,419.14,176.89
0.1,0.3,0.64,396.9,151.04
0.1,0.3,0.66,418.34,173.46
0.1,0.3,0.68,398.55,168.74
0.1,0.3,0.7,413.62,174.09
0.1,0.3,0.72,378.57,177.18
0.1,0.3,0.74,370.17,157.53
0.1,0.3,0.76,373.25,168.51
0.1,0.3,0.78,370.77,147.21
0.1,0.3,0.8,376.75,172.53
0.1,0.3,0.82,342.87,142.28
0.1,0.3,0.84,357.74,175.03
0.1,0.3,0.86,323.85,142.12
0.1,0.3,0.88,328.52,150.32
0.1,0.3,0.9,299.56,133.65
0.1,0.3,0.92,296.28,149.01
0.1,0.3,0.94,275.38,150.81
0.1,0.3,0.96,258.69,127.94
0.1,0.3,0.98,217.16,109.71
0.1,0.32,0.02,231.44,105.97
0.1,0.32,0.04,276.25,131.08
0.1,0.32,0.06,298.19,118.54
0.1,0.32,0.08,306.16,137.97
0.1,0.32,0.1,312.31,143.05
0.1,0.32,0.12,314.62,130.87
0.1,0.32,0.14,337.89,136.81
0.1,0.32,0.16,362.11,161.89
0.1,0.32,0.18,375.78,147.33
0.1,0.32,0.2,364.62,168.19
0.1,0.32,0.22,401.1,162.44
0.1,0.32,0.24,390.09,176.48
0.1,0.32,0.26,380.8,165.17
0.1,0.32,0.28,423.08,168.0
0.1,0.32,0.3,414.02,181.9
0.1,0.32,0.32,379.91,176.27
0.1,0.32,0.34,376.7,161.86
0.1,0.32,0.36,397.49,182.05
0.1,0.32,0.38,409.88,195.69
0.1,0.32,0.4,418.04,199.67
0.1,0.32,0.42,412.87,188.36
0.1,0.32,0.44,406.41,167.04
0.1,0.32,0.46,386.97,189.83
0.1,0.32,0.48,413.81,173.76
0.1,0.32,0.5,388.37,178.84
0.1,0.32,0.52,419.86,169.65
0.1,0.32,0.54,419.4,191.92
0.1,0.32,0.56,419.43,197.31
0.1,0.32,0.58,437.69,183.21
0.1,0.32,0.6,387.61,181.48
0.1,0.32,0.62,412.34,160.85
0.1,0.32,0.64,411.9,162.6
0.1,0.32,0.66,422.68,192.4
0.1,0.32,0.68,396.55,176.75
0.1,0.32,0.7,402.64,171.0
0.1,0.32,0.72,419.45,185.1
0.1,0.32,0.74,394.99,180.0
0.1,0.32,0.76,416.68,182.07
0.1,0.32,0.78,353.05,162.22
0.1,0.32,0.8,380.38,167.83
0.1,0.32,0.82,362.45,156.32
0.1,0.32,0.84,372.5,168.77
0.1,0.32,0.86,351.99,152.4
0.1,0.32,0.88,360.74,157.93
0.1,0.32,0.9,317.81,143.02
0.1,0.32,0.92,322.76,148.8
0.1,0.32,0.94,289.74,140.16
0.1,0.32,0.96,268.77,118.02
0.1,0.32,0.98,216.55,100.95
0.1,0.34,0.02,229.37,111.43
0.1,0.34,0.04,260.78,110.68
0.1,0.34,0.06,271.68,121.82
0.1,0.34,0.08,320.62,137.29
0.1,0.34,0.1,296.99,118.81
0.1,0.34,0.12,332.76,145.21
0.1,0.34,0.14,350.94,147.86
0.1,0.34,0.16,355.05,144.89
0.1,0.34,0.18,362.31,165.94
0.1,0.34,0.2,382.85,174.75
0.1,0.34,0.22,418.6,202.15
0.1,0.34,0.24,392.14,148.85
0.1,0.34,0.26,419.13,160.54
0.1,0.34,0.28,426.18,178.55
0.1,0.34,0.3,376.71,160.21
0.1,0.34,0.32,378.82,187.68
0.1,0.34,0.34,414.96,174.73
0.1,0.34,0.36,388.14,180.97
0.1,0.34,0.38,425.53,209.04
0.1,0.34,0.4,391.78,206.67
0.1,0.34,0.42,396.66,186.81
0.1,0.34,0.44,435.61,184.91
0.1,0.34,0.46,408.74,187.43
0.1,0.34,0.48,407.37,180.4
0.1,0.34,0.5,444.89,177.14
0.1,0.34,0.52,384.3,152.35
0.1,0.34,0.54,433.67,177.62
0.1,0.34,0.56,417.41,184.22
0.1,0.34,0.58,422.97,176.01
0.1,0.34,0.6,451.78,177.02
0.1,0.34,0.62,441.62,162.5
0.1,0.34,0.64,398.73,152.28
0.1,0.34,0.66,395.95,176.31
0.1,0.34,0.68,390.03,184.29
0.1,0.34,0.7,385.63,181.33
0.1,0.34,0.72,405.04,196.57
0.1,0.34,0.74,411.12,188.0
0.1,0.34,0.76,420.94,188.29
0.1,0.34,0.78,368.27,150.73
0.1,0.34,0.8,399.83,173.72
0.1,0.34,0.82,376.73,168.4
0.1,0.34,0.84,365.28,163.11
0.1,0.34,0.86,345.76,140.72
0.1,0.34,0.88,328.78,140.74
0.1,0.34,0.9,303.43,125.66
0.1,0.34,0.92,308.61,121.39
0.1,0.34,0.94,281.13,108.51
0.1,0.34,0.96,269.33,142.07
0.1,0.34,0.98,248.44,126.11
0.1,0.36,0.02,239.45,133.86
0.1,0.36,0.04,287.9,148.23
0.1,0.36,0.06,312.22,150.19
0.1,0.36,0.08,325.25,158.1
0.1,0.36,0.1,330.85,150.23
0.1,0.36,0.12,335.94,136.73
0.1,0.36,0.14,342.9,167.07
0.1,0.36,0.16,363.32,155.5
0.1,0.36,0.18,332.74,150.38
0.1,0.36,0.2,402.01,171.29
0.1,0.36,0.22,391.77,167.26
0.1,0.36,0.24,403.32,167.28
0.1,0.36,0.26,376.36,171.3
0.1,0.36,0.28,379.31,190.92
0.1,0.36,0.3,425.44,171.7
0.1,0.36,0.32,411.47,170.17
0.1,0.36,0.34,437.25,200.37
0.1,0.36,0.36,406.28,157.32
0.1,0.36,0.38,402.08,169.75
0.1,0.36,0.4,384.63,166.59
0.1,0.36,0.42,423.06,183.46
0.1,0.36,0.44,388.02,179.24
0.1,0.36,0.46,425.31,185.08
0.1,0.36,0.48,404.57,198.54
0.1,0.36,0.5,404.47,179.61
0.1,0.36,0.52,420.88,175.99
0.1,0.36,0.54,403.3,178.43
0.1,0.36,0.56,394.29,181.16
0.1,0.36,0.58,405.44,177.4
0.1,0.36,0.6,439.08,201.44
0.1,0.36,0.62,417.91,196.66
0.1,0.36,0.64,409.11,178.74
0.1,0.36,0.66,398.52,171.14
0.1,0.36,0.68,407.83,190.64
0.1,0.36,0.7,409.77,202.33
0.1,0.36,0.72,376.7,150.18
0.1,0.36,0.74,375.56,176.38
0.1,0.36,0.76,417.53,181.82
0.1,0.36,0.78,383.7,157.49
0.1,0.36,0.8,367.14,149.59
0.1,0.36,0.82,358.97,139.65
0.1,0.36,0.84,366.09,158.68
0.1,0.36,0.86,361.73,150.24
0.1,0.36,0.88,304.98,145.61
0.1,0.36,0.9,325.38,136.5
0.1,0.36,0.92,312.8,134.17
0.1,0.36,0.94,312.41,126.37
0.1,0.36,0.96,288.29,129.69
0.1,0.36,0.98,218.53,113.34
0.1,0.38,0.02,239.8,111.01
0.1,0.38,0.04,280.2,112.88
0.1,0.38,0.06,287.77,139.43
0.1,0.38,0.08,300.89,144.55
0.1,0.38,0.1,335.03,149.3
0.1,0.38,0.12,345.75,147.47
0.1,0.38,0.14,354.84,171.28
0.1,0.38,0.16,348.09,165.89
0.1,0.38,0.18,342.94,152.28
0.1,0.38,0.2,381.0,173.76
0.1,0.38,0.22,367.84,169.54
0.1,0.38,0.24,379.52,177.63
0.1,0.38,0.26,415.31,182.14
0.1,0.38,0.28,397.05,174.04
0.1,0.38,0.3,425.67,196.53
0.1,0.38,0.32,391.42,167.95
0.1,0.38,0.34,418.32,163.31
0.1,0.38,0.36,425.33,173.01
0.1,0.38,0.38,405.14,189.88
0.1,0.38,0.4,401.6,185.82
0.1,0.38,0.42,402.92,191.11
0.1,0.38,0.44,402.05,176.13
0.1,0.38,0.46,415.27,174.86
0.1,0.38,0.48,459.95,210.04
0.1,0.38,0.5,423.58,188.0
0.1,0.38,0.52,414.44,177.3
0.1,0.38,0.54,430.37,190.65
0.1,0.38,0.56,390.59,164.55
0.1,0.38,0.58,430.65,183.7
0.1,0.38,0.6,394.09,163.26
0.1,0.38,0.62,430.77,197.01
0.1,0.38,0.64,416.38,198.31
0.1,0.38,0.66,413.87,187.67
0.1,0.38,0.68,417.68,166.68
0.1,0.38,0.7,395.03,190.19
0.1,0.38,0.72,401.32,171.88
0.1,0.38,0.74,415.55,173.61
0.1,0.38,0.76,351.29,143.62
0.1,0.38,0.78,398.64,168.33
0.1,0.38,0.8,362.42,162.77
0.1,0.38,0.82,379.73,164.21
0.1,0.38,0.84,370.05,143.72
0.1,0.38,0.86,351.77,152.34
0.1,0.38,0.88,328.21,147.8
0.1,0.38,0.9,333.82,147.22
0.1,0.38,0.92,322.28,155.91
0.1,0.38,0.94,282.89,132.14
0.1,0.38,0.96,248.03,125.72
0.1,0.38,0.98,245.56,111.48
0.1,0.4,0.02,223.96,122.49
0.1,0.4,0.04,273.46,124.62
0.1,0.4,0.06,299.21,138.89
0.1,0.4,0.08,310.35,128.37
0.1,0.4,0.1,319.11,165.31
0.1,0.4,0.12,315.66,152.27
0.1,0.4,0.14,353.41,138.72
0.1,0.4,0.16,351.47,165.6
0.1,0.4,0.18,369.98,149.7
0.1,0.4,0.2,399.46,173.08
0.1,0.4,0.22,398.31,182.22
0.1,0.4,0.24,391.86,172.46
0.1,0.4,0.26,407.58,183.7
0.1,0.4,0.28,404.01,181.95
0.1,0.4,0.3,406.37,184.05
0.1,0.4,0.32,442.01,192.24
0.1,0.4,0.34,391.39,159.29
0.1,0.4,0.36,412.81,159.4
0.1,0.4,0.38,439.2,193.32
0.1,0.4,0.4,427.04,160.25
0.1,0.4,0.42,435.63,202.09
0.1,0.4,0.44,397.04,169.43
0.1,0.4,0.46,402.32,162.37
0.1,0.4,0.48,412.39,161.42
0.1,0.4,0.5,434.4,207.28
0.1,0.4,0.52,434.23,197.72
0.1,0.4,0.54,421.18,197.94
0.1,0.4,0.56,439.87,157.1
0.1,0.4,0.58,424.76,176.87
0.1,0.4,0.6,383.3,170.12
0.1,0.4,0.62,444.07,181.78
0.1,0.4,0.64,418.92,192.3
0.1,0.4,0.66,397.63,165.74
0.1,0.4,0.68,425.95,186.05
0.1,0.4,0.7,387.16,190.27
0.1,0.4,0.72,386.2,165.3
0.1,0.4,0.74,380.28,165.0
0.1,0.4,0.76,386.82,171.79
0.1,0.4,0.78,380.97,198.15
0.1,0.4,0.8,397.44,194.33
0.1,0.4,0.82,376.85,168.71
0.1,0.4,0.84,340.61,163.21
0.1,0.4,0.86,350.67,161.53
0.1,0.4,0.88,331.92,158.97
0.1,0.4,0.9,305.58,143.11
0.1,0.4,0.92,314.36,138.4
0.1,0.4,0.94,289.84,104.33
0.1,0.4,0.96,235.0,104.7
0.1,0.4,0.98,245.38,116.74
0.1,0.42,0.02,251.24,121.03
0.1,0.42,0.04,246.82,124.72
0.1,0.42,0.06,274.34,131.4
0.1,0.42,0.08,288.62,133.31
0.1,0.42,0.1,312.22,133.29
0.1,0.42,0.12,357.6,146.89
0.1,0.42,0.14,357.46,166.09
0.1,0.42,0.16,378.01,169.33
0.1,0.42,0.18,345.54,154.73
0.1,0.42,0.2,375.46,152.53
0.1,0.42,0.22,436.33,181.81
0.1,0.42,0.24,377.52,161.41
0.1,0.42,0.26,392.82,145.63
0.1,0.42,0.28,428.39,191.41
0.1,0.42,0.3,417.51,160.87
0.1,0.42,0.32,422.7,170.7
0.1,0.42,0.34,416.28,161.45
0.1,0.42,0.36,400.72,177.97
0.1,0.42,0.38,413.14,180.16
0.1,0.42,0.4,411.31,202.7
0.1,0.42,0.42,419.77,179.41
0.1,0.42,0.44,413.39,180.9
0.1,0.42,0.46,424.08,205.44
0.1,0.42,0.48,426.01,196.61
0.1,0.42,0.5,441.19,187.05
0.1,0.42,0.52,421.88,203.18
0.1,0.42,0.54,458.29,206.85
0.1,0.42,0.56,406.0,177.07
0.1,0.42,0.58,402.17,208.38
0.1,0.42,0.6,417.54,180.02
0.1,0.42,0.62,417.63,198.28
0.1,0.42,0.64,399.56,187.06
0.1,0.42,0.66,432.01,188.07
0.1,0.42,0.68,409.71,180.79
0.1,0.42,0.7,411.77,153.65
0.1,0.42,0.72,426.84,195.8
0.1,0.42,0.74,406.9,178.47
0.1,0.42,0.76,406.87,182.65
0.1,0.42,0.78,397.0,169.47
0.1,0.42,0.8,381.87,166.57
0.1,0.42,0.82,368.33,162.75
0.1,0.42,0.84,374.68,147.39
0.1,0.42,0.86,354.65,165.93
0.1,0.42,0.88,328.74,139.25
0.1,0.42,0.9,328.89,162.78
0.1,0.42,0.92,308.44,146.81
0.1,0.42,0.94,295.38,126.85
0.1,0.42,0.96,283.05,115.58
0.1,0.42,0.98,241.38,115.25
0.1,0.44,0.02,243.97,100.17
0.1,0.44,0.04,267.1,135.26
0.1,0.44,0.06,291.42,144.31
0.1,0.44,0.08,319.19,144.64
0.1,0.44,0.1,322.51,151.7
0.1,0.44,0.12,334.81,152.39
0.1,0.44,0.14,339.44,176.33
0.1,0.44,0.16,353.9,153.54
0.1,0.44,0.18,360.89,160.4
0.1,0.44,0.2,366.43,192.03
0.1,0.44,0.22,391.0,158.71
0.1,0.44,0.24,406.12,164.31
0.1,0.44,0.26,403.62,170.29
0.1,0.44,0.28,433.63,180.86
0.1,0.44,0.3,404.73,173.95
0.1,0.44,0.32,432.39,170.64
0.1,0.44,0.34,459.0,202.13
0.1,0.44,0.36,437.46,211.15
0.1,0.44,0.38,394.53,180.38
0.1,0.44,0.4,379.53,171.7
0.1,0.44,0.42,422.48,200.39
0.1,0.44,0.44,418.32,177.2
0.1,0.44,0.46,449.87,188.13
0.1,0.44,0.48,422.42,199.11
0.1,0.44,0.5,416.81,178.0
0.1,0.44,0.52,435.0,200.98
0.1,0.44,0.54,473.52,220.66
0.1,0.44,0.56,446.37,196.83
0.1,0.44,0.58,440.79,192.87
0.1,0.44,0.6,407.06,199.74
0.1,0.44,0.62,397.89,198.41
0.1,0.44,0.64,463.69,193.63
0.1,0.44,0.66,399.95,162.49
0.1,0.44,0.68,422.77,197.27
0.1,0.44,0.7,405.6,167.79
0.1,0.44,0.72,407.62,190.47
0.1,0.44,0.74,413.17,171.29
0.1,0.44,0.76,375.92,166.75
0.1,0.44,0.78,386.46,163.18
0.1,0.44,0.8,364.92,152.1
0.1,0.44,0.82,361.7,165.08
0.1,0.44,0.84,368.62,186.14
0.1,0.44,0.86,380.16,170.55
0.1,0.44,0.88,331.87,134.33
0.1,0.44,0.9,348.08,142.68
0.1,0.44,0.92,294.37,146.22
0.1,0.44,0.94,273.05,137.65
0.1,0.44,0.96,276.78,120.0
0.1,0.44,0.98,235.4,112.72
0.1,0.46,0.02,244.46,120.71
0.1,0.46,0.04,264.18,136.19
0.1,0.46,0.06,310.34,140.8
0.1,0.46,0.08,333.14,144.67
0.1,0.46,0.1,309.99,133.81
0.1,0.46,0.12,358.66,157.24
0.1,0.46,0.14,331.32,170.24
0.1,0.46,0.16,357.49,187.2
0.1,0.46,0.18,363.31,159.18
0.1,0.46,0.2,412.93,181.96
0.1,0.46,0.22,372.73,163.5
0.1,0.46,0.24,379.72,170.46
0.1,0.46,0.26,411.06,198.13
0.1,0.46,0.28,412.22,176.66
0.1,0.46,0.3,423.87,197.59
0.1,0.46,0.32,415.7,195.71
0.1,0.46,0.34,402.48,159.62
0.1,0.46,0.36,407.59,186.52
0.1,0.46,0.38,428.22,175.87
0.1,0.46,0.4,417.21,184.38
0.1,0.46,0.42,375.23,177.77
0.1,0.46,0.44,425.4,186.25
0.1,0.46,0.46,466.31,195.87
0.1,0.46,0.48,428.63,184.25
0.1,0.46,0.5,450.99,168.85
0.1,0.46,0.52,440.62,189.4
0.1,0.46,0.54,440.72,164.49
0.1,0.46,0.56,418.83,184.66
0.1,0.46,0.58,436.54,187.46
0.1,0.46,0.6,418.97,185.66
0.1,0.46,0.62,437.65,186.63
0.1,0.46,0.64,422.25,198.24
0.1,0.46,0.66,444.68,174.36
0.1,0.46,0.68,410.06,171.57
0.1,0.46,0.7,444.09,157.2
0.1,0.46,0.72,381.48,160.69
0.1,0.46,0.74,410.21,189.7
0.1,0.46,0.76,393.35,171.43
0.1,0.46,0.78,371.3,177.24
0.1,0.46,0.8,369.49,169.42
0.1,0.46,0.82,402.35,186.77
0.1,0.46,0.84,345.01,156.39
0.1,0.46,0.86,373.55,150.89
0.1,0.46,0.88,333.06,158.4
0.1,0.46,0.9,333.89,149.03
0.1,0.46,0.92,312.17,127.32
0.1,0.46,0.94,285.88,130.46
0.1,0.46,0.96,279.68,123.62
0.1,0.46,0.98,237.91,123.77
0.1,0.48,0.02,239.61,132.02
0.1,0.48,0.04,278.05,137.53
0.1,0.48,0.06,274.57,116.96
0.1,0.48,0.08,324.68,143.52
0.1,0.48,0.1,325.64,134.01
0.1,0.48,0.12,345.95,165.14
0.1,0.48,0.14,355.65,145.11
0.1,0.48,0.16,370.59,171.62
0.1,0.48,0.18,356.69,159.47
0.1,0.48,0.2,366.21,160.64
0.1,0.48,0.22,397.35,179.34
0.1,0.48,0.24,407.73,166.74
0.1,0.48,0.26,400.6,159.74
0.1,0.48,0.28,404.29,181.24
0.1,0.48,0.3,423.71,194.65
0.1,0.48,0.32,411.47,186.95
0.1,0.48,0.34,412.04,186.01
0.1,0.48,0.36,458.22,221.15
0.1,0.48,0.38,421.76,188.64
0.1,0.48,0.4,458.56,162.94
0.1,0.48,0.42,439.98,209.99
0.1,0.48,0.44,445.22,182.87
0.1,0.48,0.46,406.26,172.31
0.1,0.48,0.48,452.17,158.36
0.1,0.48,0.5,417.57,193.02
0.1,0.48,0.52,404.26,187.61
0.1,0.48,0.54,424.64,185.46
0.1,0.48,0.56,421.12,195.59
0.1,0.48,0.58,418.83,212.16
0.1,0.48,0.6,421.02,189.88
0.1,0.48,0.62,391.14,188.94
0.1,0.48,0.64,430.93,175.52
0.1,0.48,0.66,420.89,174.98
0.1,0.48,0.68,426.63,199.82
0.1,0.48,0.7,433.99,169.99
0.1,0.48,0.72,400.21,178.64
0.1,0.48,0.74,402.56,172.87
0.1,0.48,0.76,402.47,181.75
0.1,0.48,0.78,396.14,164.3
0.1,0.48,0.8,404.92,184.53
0.1,0.48,0.82,359.66,173.53
0.1,0.48,0.84,344.0,159.98
0.1,0.48,0.86,377.03,148.94
0.1,0.48,0.88,337.42,155.19
0.1,0.48,0.9,333.67,145.04
0.1,0.48,0.92,308.61,143.86
0.1,0.48,0.94,295.4,137.81
0.1,0.48,0.96,269.16,125.62
0.1,0.48,0.98,260.5,122.82
0.1,0.5,0.02,235.7,115.26
0.1,0.5,0.04,274.16,137.95
0.1,0.5,0.06,278.42,125.79
0.1,0.5,0.08,320.07,157.61
0.1,0.5,0.1,342.32,142.9
0.1,0.5,0.12,343.18,154.76
0.1,0.5,0.14,356.32,153.3
0.1,0.5,0.16,368.31,165.05
0.1,0.5,0.18,377.09,167.89
0.1,0.5,0.2,390.9,177.52
0.1,0.5,0.22,407.18,185.54
0.1,0.5,0.24,395.22,151.82
0.1,0.5,0.26,381.82,153.54
0.1,0.5,0.28,420.68,183.04
0.1,0.5,0.3,451.04,210.15
0.1,0.5,0.32,383.66,178.26
0.1,0.5,0.34,417.51,175.68
0.1,0.5,0.36,386.69,152.27
0.1,0.5,0.38,424.5,194.35
0.1,0.5,0.4,446.62,186.72
0.1,0.5,0.42,379.83,170.68
0.1,0.5,0.44,462.34,196.9
0.1,0.5,0.46,417.84,165.01
0.1,0.5,0.48,433.58,180.02
0.1,0.5,0.5,406.78,178.85
0.1,0.5,0.52,414.36,189.03
0.1,0.5,0.54,407.99,180.47
0.1,0.5,0.56,428.8,182.03
0.1,0.5,0.58,451.71,198.66
0.1,0.5,0.6,445.98,195.3
0.1,0.5,0.62,419.4,198.5
0.1,0.5,0.64,393.48,178.58
0.1,0.5,0.66,426.18,191.41
0.1,0.5,0.68,419.35,186.51
0.1,0.5,0.7,401.51,165.09
0.1,0.5,0.72,425.55,202.37
0.1,0.5,0.74,432.23,198.01
0.1,0.5,0.76,390.48,151.29
0.1,0.5,0.78,380.89,137.72
0.1,0.5,0.8,369.34,164.03
0.1,0.5,0.82,362.9,163.78
0.1,0.5,0.84,353.57,158.06
0.1,0.5,0.86,349.78,148.6
0.1,0.5,0.88,346.81,159.69
0.1,0.5,0.9,351.21,159.05
0.1,0.5,0.92,314.06,125.23
0.1,0.5,0.94,302.87,143.82
0.1,0.5,0.96,264.96,130.7
0.1,0.5,0.98,249.57,112.57
0.1,0.52,0.02,233.47,104.96
0.1,0.52,0.04,281.57,126.59
0.1,0.52,0.06,299.73,115.23
0.1,0.52,0.08,322.15,129.58
0.1,0.52,0.1,362.8,168.0
0.1,0.52,0.12,330.74,139.99
0.1,0.52,0.14,348.97,148.92
0.1,0.52,0.16,358.39,162.32
0.1,0.52,0.18,387.88,153.56
0.1,0.52,0.2,406.22,197.13
0.1,0.52,0.22,386.67,158.74
0.1,0.52,0.24,392.02,201.28
0.1,0.52,0.26,382.49,164.03
0.1,0.52,0.28,434.89,207.53
0.1,0.52,0.3,429.91,187.32
0.1,0.52,0.32,407.65,181.68
0.1,0.52,0.34,441.37,181.81
0.1,0.52,0.36,426.32,167.79
0.1,0.52,0.38,429.54,175.32
0.1,0.52,0.4,438.93,179.02
0.1,0.52,0.42,435.42,174.22
0.1,0.52,0.44,431.29,195.02
0.1,0.52,0.46,436.44,184.66
0.1,0.52,0.48,400.73,176.59
0.1,0.52,0.5,405.55,175.8
0.1,0.52,0.52,420.29,191.3
0.1,0.52,0.54,486.28,217.97
0.1,0.52,0.56,428.09,190.15
0.1,0.52,0.58,448.18,202.3
0.1,0.52,0.6,444.28,200.61
0.1,0.52,0.62,413.47,167.48
0.1,0.52,0.64,411.65,175.01
0.1,0.52,0.66,422.29,201.1
0.1,0.52,0.68,410.45,164.83
0.1,0.52,0.7,402.73,138.45
0.1,0.52,0.72,400.68,177.49
0.1,0.52,0.74,412.65,175.73
0.1,0.52,0.76,405.73,171.65
0.1,0.52,0.78,401.5,172.27
0.1,0.52,0.8,372.8,178.67
0.1,0.52,0.82,368.88,156.32
0.1,0.52,0.84,366.72,165.37
0.1,0.52,0.86,342.4,146.53
0.1,0.52,0.88,327.23,137.04
0.1,0.52,0.9,330.86,156.97
0.1,0.52,0.92,292.28,123.49
0.1,0.52,0.94,275.38,141.03
0.1,0.52,0.96,283.09,117.56
0.1,0.52,0.98,255.3,127.64
0.1,0.54,0.02,223.99,119.38
0.1,0.54,0.04,257.06,110.49
0.1,0.54,0.06,307.41,142.15
0.1,0.54,0.08,313.54,133.88
0.1,0.54,0.1,321.63,138.8
0.1,0.54,0.12,313.39,138.24
0.1,0.54,0.14,338.53,149.82
0.1,0.54,0.16,371.29,181.33
0.1,0.54,0.18,359.49,160.85
0.1,0.54,0.2,389.0,168.31
0.1,0.54,0.22,400.31,172.16
0.1,0.54,0.24,393.83,172.35
0.1,0.54,0.26,417.15,175.0
0.1,0.54,0.28,430.35,193.65
0.1,0.54,0.3,409.48,168.61
0.1,0.54,0.32,407.1,159.34
0.1,0.54,0.34,401.47,186.74
0.1,0.54,0.36,431.75,202.73
0.1,0.54,0.38,427.1,193.65
0.1,0.54,0.4,421.44,185.19
0.1,0.54,0.42,462.18,179.28
0.1,0.54,0.44,412.25,169.29
0.1,0.54,0.46,438.29,206.17
0.1,0.54,0.48,445.71,169.09
0.1,0.54,0.5,452.33,196.35
0.1,0.54,0.52,429.32,207.0
0.1,0.54,0.54,456.56,196.44
0.1,0.54,0.56,443.94,200.1
0.1,0.54,0.58,398.14,169.72
0.1,0.54,0.6,445.91,186.79
0.1,0.54,0.62,410.76,166.3
0.1,0.54,0.64,433.58,158.12
0.1,0.54,0.66,411.55,181.37
0.1,0.54,0.68,408.15,168.6
0.1,0.54,0.7,437.45,184.85
0.1,0.54,0.72,365.99,178.97
0.1,0.54,0.74,363.02,187.96
0.1,0.54,0.76,402.1,184.62
0.1,0.54,0.78,402.61,164.46
0.1,0.54,0.8,381.3,167.55
0.1,0.54,0.82,367.71,152.53
0.1,0.54,0.84,330.28,132.85
0.1,0.54,0.86,355.55,158.61
0.1,0.54,0.88,343.32,150.68
0.1,0.54,0.9,326.71,157.65
0.1,0.54,0.92,293.67,135.68
0.1,0.54,0.94,290.4,132.29
0.1,0.54,0.96,273.91,140.85
0.1,0.54,0.98,247.79,113.64
0.1,0.56,0.02,235.61,124.09
0.1,0.56,0.04,270.67,127.81
0.1,0.56,0.06,296.61,141.66
0.1,0.56,0.08,323.79,134.53
0.1,0.56,0.1,294.28,129.76
0.1,0.56,0.12,326.83,164.1
0.1,0.56,0.14,337.07,150.64
0.1,0.56,0.16,355.93,159.86
0.1,0.56,0.18,369.2,157.44
0.1,0.56,0.2,385.01,154.95
0.1,0.56,0.22,395.92,173.33
0.1,0.56,0.24,388.04,158.46
0.1,0.56,0.26,402.13,181.04
0.1,0.56,0.28,389.12,173.64
0.1,0.56,0.3,409.89,179.8
0.1,0.56,0.32,435.61,167.95
0.1,0.56,0.34,416.66,181.37
0.1,0.56,0.36,405.93,192.0
0.1,0.56,0.38,430.02,186.93
0.1,0.56,0.4,472.1,191.87
0.1,0.56,0.42,437.71,186.31
0.1,0.56,0.44,421.94,173.2
0.1,0.56,0.46,428.43,182.93
0.1,0.56,0.48,433.83,205.94
0.1,0.56,0.5,442.92,179.35
0.1,0.56,0.52,395.6,172.39
0.1,0.56,0.54,452.78,192.52
0.1,0.56,0.56,413.6,221.22
0.1,0.56,0.58,426.79,201.56
0.1,0.56,0.6,410.45,173.03
0.1,0.56,0.62,410.98,174.68
0.1,0.56,0.64,437.44,202.58
0.1,0.56,0.66,411.18,179.06
0.1,0.56,0.68,438.36,208.19
0.1,0.56,0.7,427.89,184.58
0.1,0.56,0.72,415.58,172.41
0.1,0.56,0.74,377.32,169.77
0.1,0.56,0.76,425.99,171.03
0.1,0.56,0.78,388.88,170.6
0.1,0.56,0.8,366.03,178.77
0.1,0.56,0.82,365.36,160.36
0.1,0.56,0.84,373.02,160.71
0.1,0.56,0.86,375.01,180.41
0.1,0.56,0.88,311.79,130.02
0.1,0.56,0.9,338.18,150.61
0.1,0.56,0.92,305.07,149.78
0.1,0.56,0.94,294.7,135.01
0.1,0.56,0.96,265.74,119.39
0.1,0.56,0.98,232.66,105.03
0.1,0.58,0.02,254.65,119.81
0.1,0.58,0.04,251.6,118.05
0.1,0.58,0.06,305.93,129.75
0.1,0.58,0.08,289.65,134.48
0.1,0.58,0.1,342.97,158.47
0.1,0.58,0.12,334.15,149.72
0.1,0.58,0.14,343.75,132.39
0.1,0.58,0.16,389.84,168.01
0.1,0.58,0.18,372.83,160.23
0.1,0.58,0.2,396.64,161.44
0.1,0.58,0.22,377.72,174.96
0.1,0.58,0.24,406.62,156.19
0.1,0.58,0.26,424.89,206.15
0.1,0.58,0.28,435.1,185.25
0.1,0.58,0.3,401.6,184.42
0.1,0.58,0.32,414.93,186.8
0.1,0.58,0.34,420.71,176.69
0.1,0.58,0.36,452.7,185.12
0.1,0.58,0.38,435.03,198.97
0.1,0.58,0.4,429.65,207.11
0.1,0.58,0.42,444.1,194.31
0.1,0.58,0.44,449.11,178.9
0.1,0.58,0.46,401.17,164.97
0.1,0.58,0.48,438.73,207.16
0.1,0.58,0.5,451.57,214.88
