n,q0,q1,q2,mean_cost,std
30000.0,0.3,0.2,0.2,319.69,152.7
30000.0,0.3,0.2,0.3,345.44,151.64
30000.0,0.3,0.2,0.4,350.33,138.17
30000.0,0.3,0.2,0.5,371.88,148.68
30000.0,0.3,0.3,0.1,279.93,106.51
30000.0,0.3,0.3,0.2,364.38,155.01
30000.0,0.3,0.3,0.3,382.08,155.1
30000.0,0.3,0.3,0.4,369.43,147.47
30000.0,0.3,0.3,0.5,375.88,146.29
30000.0,0.3,0.4,0.1,313.52,140.07
30000.0,0.3,0.4,0.2,372.63,156.37
30000.0,0.3,0.4,0.3,371.0,167.22
30000.0,0.3,0.4,0.4,406.65,187.74
30000.0,0.3,0.4,0.5,383.56,168.95
30000.0,0.3,0.5,0.1,302.33,129.78
30000.0,0.3,0.5,0.2,350.89,141.65
30000.0,0.3,0.5,0.3,405.96,152.72
30000.0,0.3,0.5,0.4,391.36,157.73
30000.0,0.3,0.5,0.5,380.39,171.96
30000.0,0.4,0.1,0.1,265.52,111.3
30000.0,0.4,0.1,0.2,282.06,128.17
30000.0,0.4,0.1,0.3,304.84,136.37
30000.0,0.4,0.1,0.4,344.07,142.95
30000.0,0.4,0.1,0.5,305.97,136.05
30000.0,0.4,0.2,0.1,279.1,124.81
30000.0,0.4,0.2,0.2,322.47,155.1
30000.0,0.4,0.2,0.3,330.82,142.51
30000.0,0.4,0.2,0.4,377.58,170.72
30000.0,0.4,0.2,0.5,377.96,163.07
30000.0,0.4,0.3,0.1,305.06,125.08
30000.0,0.4,0.3,0.2,364.36,163.23
30000.0,0.4,0.3,0.3,373.57,164.15
30000.0,0.4,0.3,0.4,387.62,167.45
30000.0,0.4,0.3,0.5,404.25,160.12
30000.0,0.4,0.4,0.1,302.91,132.01
30000.0,0.4,0.4,0.2,369.68,150.65
30000.0,0.4,0.4,0.3,400.25,154.81
30000.0,0.4,0.4,0.4,424.87,173.44
30000.0,0.4,0.4,0.5,410.13,171.02
30000.0,0.4,0.5,0.1,315.21,139.06
30000.0,0.4,0.5,0.2,378.03,174.36
30000.0,0.4,0.5,0.3,411.38,186.01
30000.0,0.4,0.5,0.4,427.31,181.77
30000.0,0.4,0.5,0.5,441.89,170.62
30000.0,0.5,0.1,0.1,259.51,112.88
30000.0,0.5,0.1,0.2,276.52,133.72
30000.0,0.5,0.1,0.3,309.3,132.41
30000.0,0.5,0.1,0.4,337.59,153.06
30000.0,0.5,0.1,0.5,309.53,139.34
30000.0,0.5,0.2,0.1,295.18,109.74
30000.0,0.5,0.2,0.2,328.81,151.11
30000.0,0.5,0.2,0.3,379.25,156.88
30000.0,0.5,0.2,0.4,350.59,159.32
30000.0,0.5,0.2,0.5,421.12,169.36
30000.0,0.5,0.3,0.1,299.34,121.96
30000.0,0.5,0.3,0.2,361.29,132.18
30000.0,0.5,0.3,0.3,358.53,161.29
30000.0,0.5,0.3,0.4,392.66,189.18
30000.0,0.5,0.3,0.5,399.08,154.48
30000.0,0.5,0.4,0.1,314.33,125.97
30000.0,0.5,0.4,0.2,377.77,158.12
30000.0,0.5,0.4,0.3,412.37,180.9
30000.0,0.5,0.4,0.4,416.17,169.98
30000.0,0.5,0.4,0.5,415.71,165.67
30000.0,0.5,0.5,0.1,336.54,138.79
30000.0,0.5,0.5,0.2,354.51,154.02
30000.0,0.5,0.5,0.3,419.27,174.45
30000.0,0.5,0.5,0.4,407.44,165.03
30000.0,0.5,0.5,0.5,426.07,162.96
35000.0,0.1,0.1,0.1,208.1,106.51
35000.0,0.1,0.1,0.2,244.24,114.98
35000.0,0.1,0.1,0.3,263.05,116.69
35000.0,0.1,0.1,0.4,265.48,113.34
35000.0,0.1,0.1,0.5,268.78,107.48
35000.0,0.1,0.2,0.1,242.16,110.44
35000.0,0.1,0.2,0.2,283.6,106.56
35000.0,0.1,0.2,0.3,282.97,126.31
35000.0,0.1,0.2,0.4,321.12,143.05
35000.0,0.1,0.2,0.5,329.88,146.28
35000.0,0.1,0.3,0.1,285.66,114.28
35000.0,0.1,0.3,0.2,285.08,119.21
35000.0,0.1,0.3,0.3,288.76,148.25
35000.0,0.1,0.3,0.4,354.49,143.88
35000.0,0.1,0.3,0.5,334.87,148.18
35000.0,0.1,0.4,0.1,267.83,125.74
35000.0,0.1,0.4,0.2,301.4,144.76
35000.0,0.1,0.4,0.3,344.46,138.44
35000.0,0.1,0.4,0.4,337.06,151.06
35000.0,0.1,0.4,0.5,372.16,159.52
35000.0,0.1,0.5,0.1,250.4,121.98
35000.0,0.1,0.5,0.2,314.61,129.53
35000.0,0.1,0.5,0.3,331.02,141.43
35000.0,0.1,0.5,0.4,367.06,168.1
35000.0,0.1,0.5,0.5,338.74,150.47
35000.0,0.2,0.1,0.1,238.72,101.55
35000.0,0.2,0.1,0.2,266.41,125.83
35000.0,0.2,0.1,0.3,290.55,124.92
35000.0,0.2,0.1,0.4,304.45,138.38
35000.0,0.2,0.1,0.5,299.12,115.54
35000.0,0.2,0.2,0.1,276.83,123.13
35000.0,0.2,0.2,0.2,342.13,141.27
35000.0,0.2,0.2,0.3,348.21,149.73
35000.0,0.2,0.2,0.4,347.83,138.09
35000.0,0.2,0.2,0.5,367.4,164.63
35000.0,0.2,0.3,0.1,280.32,120.66
35000.0,0.2,0.3,0.2,335.03,153.67
35000.0,0.2,0.3,0.3,367.73,159.57
35000.0,0.2,0.3,0.4,387.65,175.1
35000.0,0.2,0.3,0.5,398.15,174.77
35000.0,0.2,0.4,0.1,290.77,122.69
35000.0,0.2,0.4,0.2,362.98,156.53
35000.0,0.2,0.4,0.3,413.9,186.33
35000.0,0.2,0.4,0.4,405.6,179.99
35000.0,0.2,0.4,0.5,423.96,177.84
35000.0,0.2,0.5,0.1,332.26,139.26
35000.0,0.2,0.5,0.2,377.83,171.96
35000.0,0.2,0.5,0.3,402.03,170.01
35000.0,0.2,0.5,0.4,413.22,177.79
35000.0,0.2,0.5,0.5,441.79,175.96
35000.0,0.3,0.1,0.1,257.65,112.56
35000.0,0.3,0.1,0.2,286.44,132.47
35000.0,0.3,0.1,0.3,304.29,124.43
35000.0,0.3,0.1,0.4,338.39,156.14
35000.0,0.3,0.1,0.5,349.68,155.39
35000.0,0.3,0.2,0.1,316.5,132.7
35000.0,0.3,0.2,0.2,338.22,152.74
35000.0,0.3,0.2,0.3,352.68,165.46
35000.0,0.3,0.2,0.4,407.08,184.08
35000.0,0.3,0.2,0.5,385.1,170.68
35000.0,0.3,0.3,0.1,318.49,147.62
35000.0,0.3,0.3,0.2,376.15,167.8
35000.0,0.3,0.3,0.3,412.11,171.25
35000.0,0.3,0.3,0.4,428.91,195.67
35000.0,0.3,0.3,0.5,384.25,154.54
35000.0,0.3,0.4,0.1,325.42,141.23
35000.0,0.3,0.4,0.2,389.88,192.91
35000.0,0.3,0.4,0.3,403.17,169.13
35000.0,0.3,0.4,0.4,423.27,173.18
35000.0,0.3,0.4,0.5,449.58,193.07
35000.0,0.3,0.5,0.1,313.61,140.36
35000.0,0.3,0.5,0.2,387.13,175.04
35000.0,0.3,0.5,0.3,411.18,174.8
35000.0,0.3,0.5,0.4,448.83,186.85
35000.0,0.3,0.5,0.5,463.53,201.7
35000.0,0.4,0.1,0.1,289.94,121.6
35000.0,0.4,0.1,0.2,308.73,131.88
35000.0,0.4,0.1,0.3,349.78,144.94
35000.0,0.4,0.1,0.4,338.02,154.46
35000.0,0.4,0.1,0.5,355.61,174.25
35000.0,0.4,0.2,0.1,286.0,128.62
35000.0,0.4,0.2,0.2,371.53,146.22
35000.0,0.4,0.2,0.3,377.06,164.01
35000.0,0.4,0.2,0.4,397.48,170.43
35000.0,0.4,0.2,0.5,430.56,188.09
35000.0,0.4,0.3,0.1,333.89,171.68
35000.0,0.4,0.3,0.2,380.38,158.82
35000.0,0.4,0.3,0.3,431.48,190.06
35000.0,0.4,0.3,0.4,456.03,185.24
35000.0,0.4,0.3,0.5,443.15,197.55
35000.0,0.4,0.4,0.1,351.7,158.25
35000.0,0.4,0.4,0.2,392.23,175.4
35000.0,0.4,0.4,0.3,445.32,194.36
35000.0,0.4,0.4,0.4,423.19,171.16
35000.0,0.4,0.4,0.5,430.55,189.78
35000.0,0.4,0.5,0.1,343.29,156.65
35000.0,0.4,0.5,0.2,389.07,161.96
35000.0,0.4,0.5,0.3,452.84,193.82
35000.0,0.4,0.5,0.4,480.0,199.32
35000.0,0.4,0.5,0.5,445.23,197.0
35000.0,0.5,0.1,0.1,290.33,126.98
35000.0,0.5,0.1,0.2,297.78,139.23
35000.0,0.5,0.1,0.3,343.86,143.49
35000.0,0.5,0.1,0.4,363.64,160.47
35000.0,0.5,0.1,0.5,354.84,162.93
35000.0,0.5,0.2,0.1,319.61,144.57
35000.0,0.5,0.2,0.2,344.43,148.31
35000.0,0.5,0.2,0.3,379.4,166.29
35000.0,0.5,0.2,0.4,410.82,171.44
35000.0,0.5,0.2,0.5,443.94,183.82
35000.0,0.5,0.3,0.1,328.22,163.41
35000.0,0.5,0.3,0.2,398.67,179.52
35000.0,0.5,0.3,0.3,423.97,180.38
35000.0,0.5,0.3,0.4,458.57,189.56
35000.0,0.5,0.3,0.5,444.33,164.89
35000.0,0.5,0.4,0.1,323.34,137.24
35000.0,0.5,0.4,0.2,425.86,188.56
35000.0,0.5,0.4,0.3,458.06,213.07
35000.0,0.5,0.4,0.4,442.56,201.89
35000.0,0.5,0.4,0.5,491.41,215.88
35000.0,0.5,0.5,0.1,352.79,140.28
35000.0,0.5,0.5,0.2,414.24,184.28
35000.0,0.5,0.5,0.3,444.77,181.76
35000.0,0.5,0.5,0.4,447.41,200.99
35000.0,0.5,0.5,0.5,468.5,207.94
40000.0,0.1,0.1,0.1,206.46,99.41
40000.0,0.1,0.1,0.2,247.17,108.94
40000.0,0.1,0.1,0.3,296.8,123.88
40000.0,0.1,0.1,0.4,283.0,133.17
40000.0,0.1,0.1,0.5,278.93,134.59
40000.0,0.1,0.2,0.1,259.62,108.55
40000.0,0.1,0.2,0.2,289.58,130.47
40000.0,0.1,0.2,0.3,310.42,142.03
40000.0,0.1,0.2,0.4,344.3,164.59
40000.0,0.1,0.2,0.5,341.31,142.89
40000.0,0.1,0.3,0.1,275.01,126.68
40000.0,0.1,0.3,0.2,329.73,152.3
40000.0,0.1,0.3,0.3,321.54,128.99
40000.0,0.1,0.3,0.4,343.05,146.07
40000.0,0.1,0.3,0.5,367.57,157.69
40000.0,0.1,0.4,0.1,307.52,122.85
40000.0,0.1,0.4,0.2,331.19,137.8
40000.0,0.1,0.4,0.3,382.99,145.82
40000.0,0.1,0.4,0.4,390.39,167.52
40000.0,0.1,0.4,0.5,393.31,177.48
40000.0,0.1,0.5,0.1,284.87,113.49
40000.0,0.1,0.5,0.2,362.72,172.33
40000.0,0.1,0.5,0.3,342.2,148.57
40000.0,0.1,0.5,0.4,383.85,168.52
40000.0,0.1,0.5,0.5,402.74,169.16
40000.0,0.2,0.1,0.1,246.08,113.86
40000.0,0.2,0.1,0.2,307.03,145.52
40000.0,0.2,0.1,0.3,316.44,153.93
40000.0,0.2,0.1,0.4,326.42,131.62
40000.0,0.2,0.1,0.5,318.96,138.18
40000.0,0.2,0.2,0.1,303.52,123.82
40000.0,0.2,0.2,0.2,346.04,150.29
40000.0,0.2,0.2,0.3,381.11,154.65
40000.0,0.2,0.2,0.4,412.16,194.69
40000.0,0.2,0.2,0.5,384.5,164.44
40000.0,0.2,0.3,0.1,308.4,129.59
40000.0,0.2,0.3,0.2,374.6,177.65
40000.0,0.2,0.3,0.3,414.78,182.52
40000.0,0.2,0.3,0.4,398.51,175.6
40000.0,0.2,0.3,0.5,427.78,161.89
40000.0,0.2,0.4,0.1,333.91,150.51
40000.0,0.2,0.4,0.2,394.4,168.18
40000.0,0.2,0.4,0.3,431.7,194.28
40000.0,0.2,0.4,0.4,455.88,209.78
40000.0,0.2,0.4,0.5,420.91,172.25
40000.0,0.2,0.5,0.1,340.86,144.69
40000.0,0.2,0.5,0.2,379.4,169.49
40000.0,0.2,0.5,0.3,413.36,150.71
40000.0,0.2,0.5,0.4,435.55,194.28
40000.0,0.2,0.5,0.5,424.26,177.3
40000.0,0.3,0.1,0.1,271.08,125.22
40000.0,0.3,0.1,0.2,306.94,176.99
40000.0,0.3,0.1,0.3,338.63,148.58
40000.0,0.3,0.1,0.4,357.83,155.59
40000.0,0.3,0.1,0.5,364.59,158.29
40000.0,0.3,0.2,0.1,320.94,169.71
40000.0,0.3,0.2,0.2,366.39,167.85
40000.0,0.3,0.2,0.3,403.28,182.23
40000.0,0.3,0.2,0.4,394.07,154.12
40000.0,0.3,0.2,0.5,408.94,182.64
40000.0,0.3,0.3,0.1,352.14,153.14
40000.0,0.3,0.3,0.2,442.68,195.98
40000.0,0.3,0.3,0.3,431.58,193.32
40000.0,0.3,0.3,0.4,478.74,170.56
40000.0,0.3,0.3,0.5,464.83,206.79
40000.0,0.3,0.4,0.1,354.64,159.64
40000.0,0.3,0.4,0.2,416.47,181.27
40000.0,0.3,0.4,0.3,418.2,161.75
40000.0,0.3,0.4,0.4,458.8,178.86
40000.0,0.3,0.4,0.5,470.39,200.53
40000.0,0.3,0.5,0.1,349.99,154.81
40000.0,0.3,0.5,0.2,440.81,181.59
40000.0,0.3,0.5,0.3,466.87,194.55
40000.0,0.3,0.5,0.4,461.89,207.27
40000.0,0.3,0.5,0.5,496.98,216.73
40000.0,0.4,0.1,0.1,261.01,108.97
40000.0,0.4,0.1,0.2,325.2,147.53
40000.0,0.4,0.1,0.3,364.17,150.79
40000.0,0.4,0.1,0.4,424.74,175.02
40000.0,0.4,0.1,0.5,367.69,147.04
40000.0,0.4,0.2,0.1,319.61,150.36
40000.0,0.4,0.2,0.2,401.93,171.86
40000.0,0.4,0.2,0.3,418.42,173.62
40000.0,0.4,0.2,0.4,452.15,191.26
40000.0,0.4,0.2,0.5,419.27,184.52
40000.0,0.4,0.3,0.1,348.67,162.99
40000.0,0.4,0.3,0.2,458.46,187.77
40000.0,0.4,0.3,0.3,431.61,174.42
40000.0,0.4,0.3,0.4,441.78,186.9
40000.0,0.4,0.3,0.5,478.33,209.82
40000.0,0.4,0.4,0.1,385.9,172.92
40000.0,0.4,0.4,0.2,415.99,173.11
40000.0,0.4,0.4,0.3,449.94,177.06
40000.0,0.4,0.4,0.4,467.0,186.53
40000.0,0.4,0.4,0.5,501.78,206.4
40000.0,0.4,0.5,0.1,416.4,168.59
40000.0,0.4,0.5,0.2,430.37,175.65
40000.0,0.4,0.5,0.3,489.56,188.94
40000.0,0.4,0.5,0.4,476.27,200.29
40000.0,0.4,0.5,0.5,495.53,230.2
40000.0,0.5,0.1,0.1,279.16,131.17
40000.0,0.5,0.1,0.2,356.91,149.71
40000.0,0.5,0.1,0.3,376.73,171.02
40000.0,0.5,0.1,0.4,358.76,147.6
40000.0,0.5,0.1,0.5,361.85,166.72
40000.0,0.5,0.2,0.1,316.18,159.01
40000.0,0.5,0.2,0.2,367.23,167.28
40000.0,0.5,0.2,0.3,450.44,193.58
40000.0,0.5,0.2,0.4,447.68,193.81
40000.0,0.5,0.2,0.5,435.01,188.89
40000.0,0.5,0.3,0.1,389.76,149.91
40000.0,0.5,0.3,0.2,437.47,186.07
40000.0,0.5,0.3,0.3,464.56,195.67
40000.0,0.5,0.3,0.4,473.59,206.04
40000.0,0.5,0.3,0.5,476.44,200.76
40000.0,0.5,0.4,0.1,372.38,173.95
40000.0,0.5,0.4,0.2,441.02,186.45
40000.0,0.5,0.4,0.3,467.53,204.36
40000.0,0.5,0.4,0.4,481.07,205.1
40000.0,0.5,0.4,0.5,474.04,212.85
40000.0,0.5,0.5,0.1,373.81,173.03
40000.0,0.5,0.5,0.2,406.85,189.41
40000.0,0.5,0.5,0.3,450.13,217.02
40000.0,0.5,0.5,0.4,487.73,208.59
40000.0,0.5,0.5,0.5,521.9,196.5
45000.0,0.1,0.1,0.1,242.67,112.21
45000.0,0.1,0.1,0.2,284.98,136.26
45000.0,0.1,0.1,0.3,287.01,124.25
45000.0,0.1,0.1,0.4,296.16,136.73
45000.0,0.1,0.1,0.5,297.66,154.1
45000.0,0.1,0.2,0.1,270.16,114.45
45000.0,0.1,0.2,0.2,328.05,137.17
45000.0,0.1,0.2,0.3,323.21,138.09
45000.0,0.1,0.2,0.4,366.65,168.86
45000.0,0.1,0.2,0.5,355.04,171.89
45000.0,0.1,0.3,0.1,301.36,116.91
45000.0,0.1,0.3,0.2,346.5,162.09
45000.0,0.1,0.3,0.3,378.8,176.47
45000.0,0.1,0.3,0.4,375.44,168.31
45000.0,0.1,0.3,0.5,379.91,179.03
45000.0,0.1,0.4,0.1,286.07,141.54
45000.0,0.1,0.4,0.2,354.25,164.77
45000.0,0.1,0.4,0.3,392.67,176.51
45000.0,0.1,0.4,0.4,405.16,171.74
45000.0,0.1,0.4,0.5,390.94,180.06
45000.0,0.1,0.5,0.1,307.36,141.82
45000.0,0.1,0.5,0.2,368.37,145.69
45000.0,0.1,0.5,0.3,390.72,156.26
45000.0,0.1,0.5,0.4,360.54,161.75
45000.0,0.1,0.5,0.5,404.27,187.82
45000.0,0.2,0.1,0.1,293.12,116.04
45000.0,0.2,0.1,0.2,289.98,136.04
45000.0,0.2,0.1,0.3,360.81,135.12
45000.0,0.2,0.1,0.4,347.63,147.79
45000.0,0.2,0.1,0.5,356.02,169.64
45000.0,0.2,0.2,0.1,312.78,122.73
45000.0,0.2,0.2,0.2,368.73,165.89
45000.0,0.2,0.2,0.3,434.42,189.65
45000.0,0.2,0.2,0.4,432.97,179.06
45000.0,0.2,0.2,0.5,409.33,172.77
45000.0,0.2,0.3,0.1,333.2,163.7
45000.0,0.2,0.3,0.2,403.88,171.48
45000.0,0.2,0.3,0.3,424.41,224.32
45000.0,0.2,0.3,0.4,429.92,198.02
45000.0,0.2,0.3,0.5,441.56,188.38
45000.0,0.2,0.4,0.1,386.8,158.29
45000.0,0.2,0.4,0.2,395.84,186.04
45000.0,0.2,0.4,0.3,457.53,191.41
45000.0,0.2,0.4,0.4,459.07,196.9
45000.0,0.2,0.4,0.5,448.86,213.08
45000.0,0.2,0.5,0.1,385.12,151.21
45000.0,0.2,0.5,0.2,453.67,191.95
45000.0,0.2,0.5,0.3,451.3,171.78
45000.0,0.2,0.5,0.4,469.4,193.14
45000.0,0.2,0.5,0.5,498.79,230.9
45000.0,0.3,0.1,0.1,293.2,126.31
45000.0,0.3,0.1,0.2,340.94,149.51
45000.0,0.3,0.1,0.3,345.62,161.38
45000.0,0.3,0.1,0.4,397.72,177.6
45000.0,0.3,0.1,0.5,386.36,177.15
45000.0,0.3,0.2,0.1,356.57,164.81
45000.0,0.3,0.2,0.2,422.01,172.3
45000.0,0.3,0.2,0.3,445.82,204.79
45000.0,0.3,0.2,0.4,441.77,182.42
45000.0,0.3,0.2,0.5,416.6,173.16
45000.0,0.3,0.3,0.1,377.49,162.17
45000.0,0.3,0.3,0.2,439.64,195.12
45000.0,0.3,0.3,0.3,441.57,210.61
45000.0,0.3,0.3,0.4,496.34,228.89
45000.0,0.3,0.3,0.5,457.4,205.25
45000.0,0.3,0.4,0.1,412.27,183.4
45000.0,0.3,0.4,0.2,468.98,196.6
45000.0,0.3,0.4,0.3,512.26,208.98
45000.0,0.3,0.4,0.4,493.17,219.85
45000.0,0.3,0.4,0.5,534.75,227.53
45000.0,0.3,0.5,0.1,410.9,173.81
45000.0,0.3,0.5,0.2,458.96,167.86
45000.0,0.3,0.5,0.3,475.65,215.33
45000.0,0.3,0.5,0.4,470.05,198.64
45000.0,0.3,0.5,0.5,485.55,213.09
45000.0,0.4,0.1,0.1,289.57,129.71
45000.0,0.4,0.1,0.2,342.98,159.92
45000.0,0.4,0.1,0.3,396.82,199.34
45000.0,0.4,0.1,0.4,357.04,145.66
45000.0,0.4,0.1,0.5,412.66,216.41
45000.0,0.4,0.2,0.1,353.77,156.64
45000.0,0.4,0.2,0.2,413.77,182.6
45000.0,0.4,0.2,0.3,454.28,185.23
45000.0,0.4,0.2,0.4,481.31,188.0
45000.0,0.4,0.2,0.5,503.59,207.56
45000.0,0.4,0.3,0.1,371.5,175.3
45000.0,0.4,0.3,0.2,467.0,191.04
45000.0,0.4,0.3,0.3,543.57,235.66
45000.0,0.4,0.3,0.4,499.01,240.93
45000.0,0.4,0.3,0.5,519.08,227.3
45000.0,0.4,0.4,0.1,383.82,177.16
45000.0,0.4,0.4,0.2,455.05,184.63
45000.0,0.4,0.4,0.3,499.52,229.28
45000.0,0.4,0.4,0.4,524.12,225.12
45000.0,0.4,0.4,0.5,532.65,233.52
45000.0,0.4,0.5,0.1,394.68,172.75
45000.0,0.4,0.5,0.2,464.23,201.4
45000.0,0.4,0.5,0.3,488.5,220.63
45000.0,0.4,0.5,0.4,542.99,225.93
45000.0,0.4,0.5,0.5,522.28,240.15
45000.0,0.5,0.1,0.1,329.66,142.0
45000.0,0.5,0.1,0.2,368.14,157.65
45000.0,0.5,0.1,0.3,363.55,168.49
45000.0,0.5,0.1,0.4,397.45,163.63
45000.0,0.5,0.1,0.5,436.08,179.6
45000.0,0.5,0.2,0.1,366.12,158.55
45000.0,0.5,0.2,0.2,400.38,172.78
45000.0,0.5,0.2,0.3,465.67,168.92
45000.0,0.5,0.2,0.4,488.3,182.76
45000.0,0.5,0.2,0.5,480.56,212.05
45000.0,0.5,0.3,0.1,400.83,184.76
45000.0,0.5,0.3,0.2,470.91,214.78
45000.0,0.5,0.3,0.3,509.27,205.63
45000.0,0.5,0.3,0.4,509.19,225.94
45000.0,0.5,0.3,0.5,516.62,219.22
45000.0,0.5,0.4,0.1,420.77,176.8
45000.0,0.5,0.4,0.2,438.54,178.19
45000.0,0.5,0.4,0.3,513.46,213.16
45000.0,0.5,0.4,0.4,528.5,218.55
45000.0,0.5,0.4,0.5,490.1,196.37
45000.0,0.5,0.5,0.1,432.75,165.92
45000.0,0.5,0.5,0.2,493.79,191.33
45000.0,0.5,0.5,0.3,515.23,228.77
45000.0,0.5,0.5,0.4,534.41,208.73
45000.0,0.5,0.5,0.5,512.35,225.24
50000.0,0.1,0.1,0.1,237.2,111.58
50000.0,0.1,0.1,0.2,276.52,110.97
50000.0,0.1,0.1,0.3,319.18,151.09
50000.0,0.1,0.1,0.4,328.85,144.72
50000.0,0.1,0.1,0.5,331.38,156.73
50000.0,0.1,0.2,0.1,308.85,123.87
50000.0,0.1,0.2,0.2,357.08,159.42
50000.0,0.1,0.2,0.3,374.59,177.41
50000.0,0.1,0.2,0.4,371.81,169.4
50000.0,0.1,0.2,0.5,397.22,171.05
50000.0,0.1,0.3,0.1,323.47,138.04
50000.0,0.1,0.3,0.2,379.41,156.2
50000.0,0.1,0.3,0.3,416.95,168.66
50000.0,0.1,0.3,0.4,415.43,188.65
50000.0,0.1,0.3,0.5,396.91,169.57
50000.0,0.1,0.4,0.1,337.06,159.25
50000.0,0.1,0.4,0.2,366.71,158.4
50000.0,0.1,0.4,0.3,425.88,187.91
50000.0,0.1,0.4,0.4,452.8,190.78
50000.0,0.1,0.4,0.5,443.11,184.82
50000.0,0.1,0.5,0.1,347.55,144.22
50000.0,0.1,0.5,0.2,385.39,166.77
50000.0,0.1,0.5,0.3,449.17,202.04
50000.0,0.1,0.5,0.4,438.16,199.96
50000.0,0.1,0.5,0.5,436.85,196.82
50000.0,0.2,0.1,0.1,309.73,138.34
50000.0,0.2,0.1,0.2,328.57,140.47
50000.0,0.2,0.1,0.3,362.84,152.33
50000.0,0.2,0.1,0.4,377.1,159.57
50000.0,0.2,0.1,0.5,384.2,182.11
50000.0,0.2,0.2,0.1,355.45,149.37
50000.0,0.2,0.2,0.2,430.61,201.21
50000.0,0.2,0.2,0.3,437.68,182.66
50000.0,0.2,0.2,0.4,443.7,198.51
50000.0,0.2,0.2,0.5,430.45,183.38
50000.0,0.2,0.3,0.1,362.37,134.67
50000.0,0.2,0.3,0.2,417.22,184.27
50000.0,0.2,0.3,0.3,454.04,205.19
50000.0,0.2,0.3,0.4,472.74,198.12
50000.0,0.2,0.3,0.5,503.82,249.8
50000.0,0.2,0.4,0.1,381.53,158.13
50000.0,0.2,0.4,0.2,466.68,184.62
50000.0,0.2,0.4,0.3,480.03,209.41
50000.0,0.2,0.4,0.4,496.21,221.11
50000.0,0.2,0.4,0.5,474.75,225.06
50000.0,0.2,0.5,0.1,369.67,156.26
50000.0,0.2,0.5,0.2,422.23,172.45
50000.0,0.2,0.5,0.3,472.88,184.48
50000.0,0.2,0.5,0.4,492.65,219.52
50000.0,0.2,0.5,0.5,514.11,265.6
50000.0,0.3,0.1,0.1,314.99,136.52
50000.0,0.3,0.1,0.2,358.86,163.91
50000.0,0.3,0.1,0.3,400.58,182.32
50000.0,0.3,0.1,0.4,400.95,178.9
50000.0,0.3,0.1,0.5,408.53,178.2
50000.0,0.3,0.2,0.1,366.86,154.21
50000.0,0.3,0.2,0.2,444.8,180.37
50000.0,0.3,0.2,0.3,448.23,188.08
50000.0,0.3,0.2,0.4,472.06,218.2
50000.0,0.3,0.2,0.5,485.91,195.65
50000.0,0.3,0.3,0.1,405.13,184.12
50000.0,0.3,0.3,0.2,454.42,200.49
50000.0,0.3,0.3,0.3,473.51,199.88
50000.0,0.3,0.3,0.4,532.72,193.9
50000.0,0.3,0.3,0.5,532.17,224.57
50000.0,0.3,0.4,0.1,397.75,169.08
50000.0,0.3,0.4,0.2,463.23,205.28
50000.0,0.3,0.4,0.3,520.51,187.48
50000.0,0.3,0.4,0.4,510.63,201.59
50000.0,0.3,0.4,0.5,526.61,230.03
50000.0,0.3,0.5,0.1,442.61,180.95
50000.0,0.3,0.5,0.2,461.98,201.8
50000.0,0.3,0.5,0.3,553.08,235.41
50000.0,0.3,0.5,0.4,547.29,270.47
50000.0,0.3,0.5,0.5,549.21,243.49
50000.0,0.4,0.1,0.1,319.2,164.42
50000.0,0.4,0.1,0.2,393.8,167.14
50000.0,0.4,0.1,0.3,414.74,171.03
50000.0,0.4,0.1,0.4,420.41,190.52
50000.0,0.4,0.1,0.5,443.16,208.27
50000.0,0.4,0.2,0.1,353.98,157.64
50000.0,0.4,0.2,0.2,448.03,171.35
50000.0,0.4,0.2,0.3,499.05,212.55
50000.0,0.4,0.2,0.4,481.3,216.7
50000.0,0.4,0.2,0.5,484.58,201.86
50000.0,0.4,0.3,0.1,379.81,151.77
50000.0,0.4,0.3,0.2,458.6,201.18
50000.0,0.4,0.3,0.3,549.84,229.37
50000.0,0.4,0.3,0.4,561.1,225.03
50000.0,0.4,0.3,0.5,517.51,211.39
50000.0,0.4,0.4,0.1,430.56,169.86
50000.0,0.4,0.4,0.2,488.2,223.27
50000.0,0.4,0.4,0.3,551.46,237.29
50000.0,0.4,0.4,0.4,548.05,239.32
50000.0,0.4,0.4,0.5,577.62,268.54
50000.0,0.4,0.5,0.1,428.76,174.5
50000.0,0.4,0.5,0.2,501.79,244.71
50000.0,0.4,0.5,0.3,549.72,212.81
50000.0,0.4,0.5,0.4,540.76,280.08
50000.0,0.4,0.5,0.5,615.07,258.84
50000.0,0.5,0.1,0.1,338.72,130.73
50000.0,0.5,0.1,0.2,355.68,143.62
50000.0,0.5,0.1,0.3,429.73,189.23
50000.0,0.5,0.1,0.4,432.84,199.13
50000.0,0.5,0.1,0.5,426.82,193.68
50000.0,0.5,0.2,0.1,401.18,178.27
50000.0,0.5,0.2,0.2,412.95,160.38
50000.0,0.5,0.2,0.3,422.92,168.29
50000.0,0.5,0.2,0.4,513.66,207.73
50000.0,0.5,0.2,0.5,509.06,209.49
50000.0,0.5,0.3,0.1,434.34,182.87
50000.0,0.5,0.3,0.2,526.14,210.79
50000.0,0.5,0.3,0.3,510.58,243.55
50000.0,0.5,0.3,0.4,517.95,202.74
50000.0,0.5,0.3,0.5,536.18,235.28
