#Col 1: dimension K: 6
#Col 2: specified s: 3
#Col 3: min n: 50000
#Col 4: max n50000
#Col 5: pas n1
#Col 7: n of trees100

K,s,n,q0,q1,q2,cost
6,3,50000,0.1,0.5,0.04,175
6,3,50000,0.1,0.5,0.04,72
6,3,50000,0.1,0.5,0.04,357
6,3,50000,0.1,0.5,0.04,93
6,3,50000,0.1,0.5,0.04,122
6,3,50000,0.1,0.5,0.04,116
6,3,50000,0.1,0.5,0.04,191
6,3,50000,0.1,0.5,0.04,371
6,3,50000,0.1,0.5,0.04,187
6,3,50000,0.1,0.5,0.04,311
6,3,50000,0.1,0.5,0.04,176
6,3,50000,0.1,0.5,0.04,255
6,3,50000,0.1,0.5,0.04,374
6,3,50000,0.1,0.5,0.04,457
6,3,50000,0.1,0.5,0.04,348
6,3,50000,0.1,0.5,0.04,406
6,3,50000,0.1,0.5,0.04,239
6,3,50000,0.1,0.5,0.04,319
6,3,50000,0.1,0.5,0.04,73
6,3,50000,0.1,0.5,0.04,416
6,3,50000,0.1,0.5,0.04,410
6,3,50000,0.1,0.5,0.04,310
6,3,50000,0.1,0.5,0.04,204
6,3,50000,0.1,0.5,0.04,311
6,3,50000,0.1,0.5,0.04,255
6,3,50000,0.1,0.5,0.04,251
6,3,50000,0.1,0.5,0.04,395
6,3,50000,0.1,0.5,0.04,306
6,3,50000,0.1,0.5,0.04,164
6,3,50000,0.1,0.5,0.04,294
6,3,50000,0.1,0.5,0.04,404
6,3,50000,0.1,0.5,0.04,380
6,3,50000,0.1,0.5,0.04,394
6,3,50000,0.1,0.5,0.04,378
6,3,50000,0.1,0.5,0.04,178
6,3,50000,0.1,0.5,0.04,138
6,3,50000,0.1,0.5,0.04,811
6,3,50000,0.1,0.5,0.04,597
6,3,50000,0.1,0.5,0.04,208
6,3,50000,0.1,0.5,0.04,181
6,3,50000,0.1,0.5,0.04,263
6,3,50000,0.1,0.5,0.04,95
6,3,50000,0.1,0.5,0.04,377
6,3,50000,0.1,0.5,0.04,471
6,3,50000,0.1,0.5,0.04,364
6,3,50000,0.1,0.5,0.04,698
6,3,50000,0.1,0.5,0.04,222
6,3,50000,0.1,0.5,0.04,361
6,3,50000,0.1,0.5,0.04,358
6,3,50000,0.1,0.5,0.04,380
6,3,50000,0.1,0.5,0.04,234
6,3,50000,0.1,0.5,0.04,451
6,3,50000,0.1,0.5,0.04,212
6,3,50000,0.1,0.5,0.04,365
6,3,50000,0.1,0.5,0.04,281
6,3,50000,0.1,0.5,0.06,440
6,3,50000,0.1,0.5,0.06,367
6,3,50000,0.1,0.5,0.06,276
6,3,50000,0.1,0.5,0.06,190
6,3,50000,0.1,0.5,0.06,243
6,3,50000,0.1,0.5,0.06,366
6,3,50000,0.1,0.5,0.06,576
6,3,50000,0.1,0.5,0.06,435
6,3,50000,0.1,0.5,0.06,211
6,3,50000,0.1,0.5,0.06,408
6,3,50000,0.1,0.5,0.06,64
6,3,50000,0.1,0.5,0.06,185
6,3,50000,0.1,0.5,0.06,384
6,3,50000,0.1,0.5,0.06,101
6,3,50000,0.1,0.5,0.06,147
6,3,50000,0.1,0.5,0.06,513
6,3,50000,0.1,0.5,0.06,229
6,3,50000,0.1,0.5,0.06,315
6,3,50000,0.1,0.5,0.06,422
6,3,50000,0.1,0.5,0.06,367
6,3,50000,0.1,0.5,0.06,275
6,3,50000,0.1,0.5,0.06,312
6,3,50000,0.1,0.5,0.06,260
6,3,50000,0.1,0.5,0.06,127
6,3,50000,0.1,0.5,0.06,424
6,3,50000,0.1,0.5,0.06,286
6,3,50000,0.1,0.5,0.06,170
6,3,50000,0.1,0.5,0.06,354
6,3,50000,0.1,0.5,0.06,210
6,3,50000,0.1,0.5,0.06,289
6,3,50000,0.1,0.5,0.06,206
6,3,50000,0.1,0.5,0.06,448
6,3,50000,0.1,0.5,0.06,180
6,3,50000,0.1,0.5,0.06,229
6,3,50000,0.1,0.5,0.06,261
6,3,50000,0.1,0.5,0.06,85
6,3,50000,0.1,0.5,0.06,320
6,3,50000,0.1,0.5,0.06,513
6,3,50000,0.1,0.5,0.06,242
6,3,50000,0.1,0.5,0.06,418
6,3,50000,0.1,0.5,0.06,263
6,3,50000,0.1,0.5,0.06,208
6,3,50000,0.1,0.5,0.06,483
6,3,50000,0.1,0.5,0.06,237
6,3,50000,0.1,0.5,0.06,184
6,3,50000,0.1,0.5,0.06,242
6,3,50000,0.1,0.5,0.06,234
6,3,50000,0.1,0.5,0.06,496
6,3,50000,0.1,0.5,0.06,451
6,3,50000,0.1,0.5,0.06,339
6,3,50000,0.1,0.5,0.06,275
6,3,50000,0.1,0.5,0.06,133
6,3,50000,0.1,0.5,0.06,471
6,3,50000,0.1,0.5,0.06,469
6,3,50000,0.1,0.5,0.06,622
6,3,50000,0.1,0.5,0.06,470
6,3,50000,0.1,0.5,0.06,137
6,3,50000,0.1,0.5,0.06,306
6,3,50000,0.1,0.5,0.06,202
6,3,50000,0.1,0.5,0.06,213
6,3,50000,0.1,0.5,0.06,47
6,3,50000,0.1,0.5,0.06,195
6,3,50000,0.1,0.5,0.06,254
6,3,50000,0.1,0.5,0.06,192
6,3,50000,0.1,0.5,0.06,422
6,3,50000,0.1,0.5,0.06,257
6,3,50000,0.1,0.5,0.06,169
6,3,50000,0.1,0.5,0.06,267
6,3,50000,0.1,0.5,0.06,293
6,3,50000,0.1,0.5,0.06,228
6,3,50000,0.1,0.5,0.06,185
6,3,50000,0.1,0.5,0.06,201
6,3,50000,0.1,0.5,0.06,578
6,3,50000,0.1,0.5,0.06,174
6,3,50000,0.1,0.5,0.06,198
6,3,50000,0.1,0.5,0.06,199
6,3,50000,0.1,0.5,0.06,632
6,3,50000,0.1,0.5,0.06,166
6,3,50000,0.1,0.5,0.06,247
6,3,50000,0.1,0.5,0.06,175
6,3,50000,0.1,0.5,0.06,345
6,3,50000,0.1,0.5,0.06,83
6,3,50000,0.1,0.5,0.06,368
6,3,50000,0.1,0.5,0.06,69
6,3,50000,0.1,0.5,0.06,331
6,3,50000,0.1,0.5,0.06,235
6,3,50000,0.1,0.5,0.06,259
6,3,50000,0.1,0.5,0.06,272
6,3,50000,0.1,0.5,0.06,338
6,3,50000,0.1,0.5,0.06,446
6,3,50000,0.1,0.5,0.06,220
6,3,50000,0.1,0.5,0.06,258
6,3,50000,0.1,0.5,0.06,217
6,3,50000,0.1,0.5,0.06,199
6,3,50000,0.1,0.5,0.06,232
6,3,50000,0.1,0.5,0.06,131
6,3,50000,0.1,0.5,0.06,296
6,3,50000,0.1,0.5,0.06,374
6,3,50000,0.1,0.5,0.06,342
6,3,50000,0.1,0.5,0.06,148
6,3,50000,0.1,0.5,0.08,336
6,3,50000,0.1,0.5,0.08,78
6,3,50000,0.1,0.5,0.08,529
6,3,50000,0.1,0.5,0.08,394
6,3,50000,0.1,0.5,0.08,220
6,3,50000,0.1,0.5,0.08,379
6,3,50000,0.1,0.5,0.08,240
6,3,50000,0.1,0.5,0.08,342
6,3,50000,0.1,0.5,0.08,266
6,3,50000,0.1,0.5,0.08,265
6,3,50000,0.1,0.5,0.08,582
6,3,50000,0.1,0.5,0.08,519
6,3,50000,0.1,0.5,0.08,300
6,3,50000,0.1,0.5,0.08,295
6,3,50000,0.1,0.5,0.08,300
6,3,50000,0.1,0.5,0.08,254
6,3,50000,0.1,0.5,0.08,154
6,3,50000,0.1,0.5,0.08,678
6,3,50000,0.1,0.5,0.08,616
6,3,50000,0.1,0.5,0.08,579
6,3,50000,0.1,0.5,0.08,182
6,3,50000,0.1,0.5,0.08,365
6,3,50000,0.1,0.5,0.08,187
6,3,50000,0.1,0.5,0.08,124
6,3,50000,0.1,0.5,0.08,318
6,3,50000,0.1,0.5,0.08,435
6,3,50000,0.1,0.5,0.08,162
6,3,50000,0.1,0.5,0.08,348
6,3,50000,0.1,0.5,0.08,321
6,3,50000,0.1,0.5,0.08,404
6,3,50000,0.1,0.5,0.08,260
6,3,50000,0.1,0.5,0.08,452
6,3,50000,0.1,0.5,0.08,472
6,3,50000,0.1,0.5,0.08,294
6,3,50000,0.1,0.5,0.08,317
6,3,50000,0.1,0.5,0.08,216
6,3,50000,0.1,0.5,0.08,273
6,3,50000,0.1,0.5,0.08,407
6,3,50000,0.1,0.5,0.08,278
6,3,50000,0.1,0.5,0.08,202
6,3,50000,0.1,0.5,0.08,328
6,3,50000,0.1,0.5,0.08,373
6,3,50000,0.1,0.5,0.08,73
6,3,50000,0.1,0.5,0.08,384
6,3,50000,0.1,0.5,0.08,190
6,3,50000,0.1,0.5,0.08,225
6,3,50000,0.1,0.5,0.08,366
6,3,50000,0.1,0.5,0.08,246
6,3,50000,0.1,0.5,0.08,389
6,3,50000,0.1,0.5,0.08,265
6,3,50000,0.1,0.5,0.08,305
6,3,50000,0.1,0.5,0.08,437
6,3,50000,0.1,0.5,0.08,592
6,3,50000,0.1,0.5,0.08,271
6,3,50000,0.1,0.5,0.08,181
6,3,50000,0.1,0.5,0.08,309
6,3,50000,0.1,0.5,0.08,422
6,3,50000,0.1,0.5,0.08,562
6,3,50000,0.1,0.5,0.08,364
6,3,50000,0.1,0.5,0.08,216
6,3,50000,0.1,0.5,0.08,279
6,3,50000,0.1,0.5,0.08,203
6,3,50000,0.1,0.5,0.08,489
6,3,50000,0.1,0.5,0.08,352
6,3,50000,0.1,0.5,0.08,251
6,3,50000,0.1,0.5,0.08,733
6,3,50000,0.1,0.5,0.08,225
6,3,50000,0.1,0.5,0.08,155
6,3,50000,0.1,0.5,0.08,421
6,3,50000,0.1,0.5,0.08,493
6,3,50000,0.1,0.5,0.08,476
6,3,50000,0.1,0.5,0.08,206
6,3,50000,0.1,0.5,0.08,411
6,3,50000,0.1,0.5,0.08,473
6,3,50000,0.1,0.5,0.08,233
6,3,50000,0.1,0.5,0.08,281
6,3,50000,0.1,0.5,0.08,345
6,3,50000,0.1,0.5,0.08,369
6,3,50000,0.1,0.5,0.08,484
6,3,50000,0.1,0.5,0.08,463
6,3,50000,0.1,0.5,0.08,274
6,3,50000,0.1,0.5,0.08,478
6,3,50000,0.1,0.5,0.08,129
6,3,50000,0.1,0.5,0.08,174
6,3,50000,0.1,0.5,0.08,610
6,3,50000,0.1,0.5,0.08,279
6,3,50000,0.1,0.5,0.08,155
6,3,50000,0.1,0.5,0.08,264
6,3,50000,0.1,0.5,0.08,229
6,3,50000,0.1,0.5,0.08,387
6,3,50000,0.1,0.5,0.08,163
6,3,50000,0.1,0.5,0.08,372
6,3,50000,0.1,0.5,0.08,196
6,3,50000,0.1,0.5,0.08,190
6,3,50000,0.1,0.5,0.08,351
6,3,50000,0.1,0.5,0.08,452
6,3,50000,0.1,0.5,0.08,251
6,3,50000,0.1,0.5,0.08,478
6,3,50000,0.1,0.5,0.08,186
6,3,50000,0.1,0.5,0.08,123
6,3,50000,0.1,0.5,0.1,411
6,3,50000,0.1,0.5,0.1,604
6,3,50000,0.1,0.5,0.1,204
6,3,50000,0.1,0.5,0.1,265
6,3,50000,0.1,0.5,0.1,212
6,3,50000,0.1,0.5,0.1,533
6,3,50000,0.1,0.5,0.1,97
6,3,50000,0.1,0.5,0.1,510
6,3,50000,0.1,0.5,0.1,413
6,3,50000,0.1,0.5,0.1,699
6,3,50000,0.1,0.5,0.1,653
6,3,50000,0.1,0.5,0.1,314
6,3,50000,0.1,0.5,0.1,691
6,3,50000,0.1,0.5,0.1,311
6,3,50000,0.1,0.5,0.1,618
6,3,50000,0.1,0.5,0.1,326
6,3,50000,0.1,0.5,0.1,348
6,3,50000,0.1,0.5,0.1,369
6,3,50000,0.1,0.5,0.1,306
6,3,50000,0.1,0.5,0.1,448
6,3,50000,0.1,0.5,0.1,490
6,3,50000,0.1,0.5,0.1,325
6,3,50000,0.1,0.5,0.1,272
6,3,50000,0.1,0.5,0.1,130
6,3,50000,0.1,0.5,0.1,161
6,3,50000,0.1,0.5,0.1,192
6,3,50000,0.1,0.5,0.1,430
6,3,50000,0.1,0.5,0.1,447
6,3,50000,0.1,0.5,0.1,289
6,3,50000,0.1,0.5,0.1,137
6,3,50000,0.1,0.5,0.1,193
6,3,50000,0.1,0.5,0.1,329
6,3,50000,0.1,0.5,0.1,370
6,3,50000,0.1,0.5,0.1,349
6,3,50000,0.1,0.5,0.1,275
6,3,50000,0.1,0.5,0.1,358
6,3,50000,0.1,0.5,0.1,487
6,3,50000,0.1,0.5,0.1,506
6,3,50000,0.1,0.5,0.1,235
6,3,50000,0.1,0.5,0.1,549
6,3,50000,0.1,0.5,0.1,612
6,3,50000,0.1,0.5,0.1,396
6,3,50000,0.1,0.5,0.1,218
6,3,50000,0.1,0.5,0.1,397
6,3,50000,0.1,0.5,0.1,288
6,3,50000,0.1,0.5,0.1,678
6,3,50000,0.1,0.5,0.1,290
6,3,50000,0.1,0.5,0.1,548
6,3,50000,0.1,0.5,0.1,66
6,3,50000,0.1,0.5,0.1,582
6,3,50000,0.1,0.5,0.1,148
6,3,50000,0.1,0.5,0.1,293
6,3,50000,0.1,0.5,0.1,562
6,3,50000,0.1,0.5,0.1,146
6,3,50000,0.1,0.5,0.1,158
6,3,50000,0.1,0.5,0.1,682
6,3,50000,0.1,0.5,0.1,288
6,3,50000,0.1,0.5,0.1,162
6,3,50000,0.1,0.5,0.1,55
6,3,50000,0.1,0.5,0.1,519
6,3,50000,0.1,0.5,0.1,324
6,3,50000,0.1,0.5,0.1,325
6,3,50000,0.1,0.5,0.1,228
6,3,50000,0.1,0.5,0.1,184
6,3,50000,0.1,0.5,0.1,176
6,3,50000,0.1,0.5,0.1,227
6,3,50000,0.1,0.5,0.1,255
6,3,50000,0.1,0.5,0.1,122
6,3,50000,0.1,0.5,0.1,287
6,3,50000,0.1,0.5,0.1,192
6,3,50000,0.1,0.5,0.1,362
6,3,50000,0.1,0.5,0.1,609
6,3,50000,0.1,0.5,0.1,238
6,3,50000,0.1,0.5,0.1,239
6,3,50000,0.1,0.5,0.1,405
6,3,50000,0.1,0.5,0.1,201
6,3,50000,0.1,0.5,0.1,409
6,3,50000,0.1,0.5,0.1,233
6,3,50000,0.1,0.5,0.1,489
6,3,50000,0.1,0.5,0.1,45
6,3,50000,0.1,0.5,0.1,329
6,3,50000,0.1,0.5,0.1,224
6,3,50000,0.1,0.5,0.1,428
6,3,50000,0.1,0.5,0.1,253
6,3,50000,0.1,0.5,0.1,193
6,3,50000,0.1,0.5,0.1,436
6,3,50000,0.1,0.5,0.1,357
6,3,50000,0.1,0.5,0.1,349
6,3,50000,0.1,0.5,0.1,250
6,3,50000,0.1,0.5,0.1,122
6,3,50000,0.1,0.5,0.1,520
6,3,50000,0.1,0.5,0.1,70
6,3,50000,0.1,0.5,0.1,165
6,3,50000,0.1,0.5,0.1,327
6,3,50000,0.1,0.5,0.1,273
6,3,50000,0.1,0.5,0.1,562
6,3,50000,0.1,0.5,0.1,116
6,3,50000,0.1,0.5,0.1,176
6,3,50000,0.1,0.5,0.1,470
6,3,50000,0.1,0.5,0.1,485
6,3,50000,0.1,0.5,0.12,391
6,3,50000,0.1,0.5,0.12,496
6,3,50000,0.1,0.5,0.12,501
6,3,50000,0.1,0.5,0.12,226
6,3,50000,0.1,0.5,0.12,426
6,3,50000,0.1,0.5,0.12,144
6,3,50000,0.1,0.5,0.12,275
6,3,50000,0.1,0.5,0.12,255
6,3,50000,0.1,0.5,0.12,206
6,3,50000,0.1,0.5,0.12,312
6,3,50000,0.1,0.5,0.12,347
6,3,50000,0.1,0.5,0.12,221
6,3,50000,0.1,0.5,0.12,335
6,3,50000,0.1,0.5,0.12,218
6,3,50000,0.1,0.5,0.12,402
6,3,50000,0.1,0.5,0.12,437
6,3,50000,0.1,0.5,0.12,272
6,3,50000,0.1,0.5,0.12,433
6,3,50000,0.1,0.5,0.12,306
6,3,50000,0.1,0.5,0.12,228
6,3,50000,0.1,0.5,0.12,176
6,3,50000,0.1,0.5,0.12,610
6,3,50000,0.1,0.5,0.12,823
6,3,50000,0.1,0.5,0.12,601
6,3,50000,0.1,0.5,0.12,146
6,3,50000,0.1,0.5,0.12,281
6,3,50000,0.1,0.5,0.12,191
6,3,50000,0.1,0.5,0.12,469
6,3,50000,0.1,0.5,0.12,536
6,3,50000,0.1,0.5,0.12,245
6,3,50000,0.1,0.5,0.12,870
6,3,50000,0.1,0.5,0.12,101
6,3,50000,0.1,0.5,0.12,443
6,3,50000,0.1,0.5,0.12,294
6,3,50000,0.1,0.5,0.12,344
6,3,50000,0.1,0.5,0.12,276
6,3,50000,0.1,0.5,0.12,409
6,3,50000,0.1,0.5,0.12,297
6,3,50000,0.1,0.5,0.12,272
6,3,50000,0.1,0.5,0.12,442
6,3,50000,0.1,0.5,0.12,636
6,3,50000,0.1,0.5,0.12,320
6,3,50000,0.1,0.5,0.12,324
6,3,50000,0.1,0.5,0.12,111
6,3,50000,0.1,0.5,0.12,182
6,3,50000,0.1,0.5,0.12,258
6,3,50000,0.1,0.5,0.12,579
6,3,50000,0.1,0.5,0.12,222
6,3,50000,0.1,0.5,0.12,269
6,3,50000,0.1,0.5,0.12,584
6,3,50000,0.1,0.5,0.12,516
6,3,50000,0.1,0.5,0.12,430
6,3,50000,0.1,0.5,0.12,169
6,3,50000,0.1,0.5,0.12,315
6,3,50000,0.1,0.5,0.12,346
6,3,50000,0.1,0.5,0.12,263
6,3,50000,0.1,0.5,0.12,354
6,3,50000,0.1,0.5,0.12,202
6,3,50000,0.1,0.5,0.12,412
6,3,50000,0.1,0.5,0.12,462
6,3,50000,0.1,0.5,0.12,332
6,3,50000,0.1,0.5,0.12,311
6,3,50000,0.1,0.5,0.12,432
6,3,50000,0.1,0.5,0.12,272
6,3,50000,0.1,0.5,0.12,456
6,3,50000,0.1,0.5,0.12,472
6,3,50000,0.1,0.5,0.12,358
6,3,50000,0.1,0.5,0.12,673
6,3,50000,0.1,0.5,0.12,303
6,3,50000,0.1,0.5,0.12,361
6,3,50000,0.1,0.5,0.12,380
6,3,50000,0.1,0.5,0.12,476
6,3,50000,0.1,0.5,0.12,235
6,3,50000,0.1,0.5,0.12,222
6,3,50000,0.1,0.5,0.12,491
6,3,50000,0.1,0.5,0.12,186
6,3,50000,0.1,0.5,0.12,762
6,3,50000,0.1,0.5,0.12,340
6,3,50000,0.1,0.5,0.12,449
6,3,50000,0.1,0.5,0.12,183
6,3,50000,0.1,0.5,0.12,128
6,3,50000,0.1,0.5,0.12,150
6,3,50000,0.1,0.5,0.12,81
6,3,50000,0.1,0.5,0.12,206
6,3,50000,0.1,0.5,0.12,535
6,3,50000,0.1,0.5,0.12,262
6,3,50000,0.1,0.5,0.12,274
6,3,50000,0.1,0.5,0.12,420
6,3,50000,0.1,0.5,0.12,522
6,3,50000,0.1,0.5,0.12,498
6,3,50000,0.1,0.5,0.12,284
6,3,50000,0.1,0.5,0.12,361
6,3,50000,0.1,0.5,0.12,306
6,3,50000,0.1,0.5,0.12,389
6,3,50000,0.1,0.5,0.12,456
6,3,50000,0.1,0.5,0.12,310
6,3,50000,0.1,0.5,0.12,834
6,3,50000,0.1,0.5,0.12,475
6,3,50000,0.1,0.5,0.12,266
6,3,50000,0.1,0.5,0.12,535
6,3,50000,0.1,0.5,0.14,242
6,3,50000,0.1,0.5,0.14,130
6,3,50000,0.1,0.5,0.14,765
6,3,50000,0.1,0.5,0.14,437
6,3,50000,0.1,0.5,0.14,499
6,3,50000,0.1,0.5,0.14,427
6,3,50000,0.1,0.5,0.14,393
6,3,50000,0.1,0.5,0.14,108
6,3,50000,0.1,0.5,0.14,249
6,3,50000,0.1,0.5,0.14,470
6,3,50000,0.1,0.5,0.14,101
6,3,50000,0.1,0.5,0.14,112
6,3,50000,0.1,0.5,0.14,487
6,3,50000,0.1,0.5,0.14,377
6,3,50000,0.1,0.5,0.14,347
6,3,50000,0.1,0.5,0.14,266
6,3,50000,0.1,0.5,0.14,363
6,3,50000,0.1,0.5,0.14,673
6,3,50000,0.1,0.5,0.14,188
6,3,50000,0.1,0.5,0.14,491
6,3,50000,0.1,0.5,0.14,446
6,3,50000,0.1,0.5,0.14,445
6,3,50000,0.1,0.5,0.14,373
6,3,50000,0.1,0.5,0.14,310
6,3,50000,0.1,0.5,0.14,106
6,3,50000,0.1,0.5,0.14,178
6,3,50000,0.1,0.5,0.14,651
6,3,50000,0.1,0.5,0.14,198
6,3,50000,0.1,0.5,0.14,409
6,3,50000,0.1,0.5,0.14,117
6,3,50000,0.1,0.5,0.14,480
6,3,50000,0.1,0.5,0.14,288
6,3,50000,0.1,0.5,0.14,109
6,3,50000,0.1,0.5,0.14,392
6,3,50000,0.1,0.5,0.14,131
6,3,50000,0.1,0.5,0.14,436
6,3,50000,0.1,0.5,0.14,256
6,3,50000,0.1,0.5,0.14,244
6,3,50000,0.1,0.5,0.14,501
6,3,50000,0.1,0.5,0.14,735
6,3,50000,0.1,0.5,0.14,468
6,3,50000,0.1,0.5,0.14,232
6,3,50000,0.1,0.5,0.14,62
6,3,50000,0.1,0.5,0.14,74
6,3,50000,0.1,0.5,0.14,238
6,3,50000,0.1,0.5,0.14,572
6,3,50000,0.1,0.5,0.14,188
6,3,50000,0.1,0.5,0.14,429
6,3,50000,0.1,0.5,0.14,464
6,3,50000,0.1,0.5,0.14,252
6,3,50000,0.1,0.5,0.14,238
6,3,50000,0.1,0.5,0.14,154
6,3,50000,0.1,0.5,0.14,409
6,3,50000,0.1,0.5,0.14,198
6,3,50000,0.1,0.5,0.14,216
6,3,50000,0.1,0.5,0.14,220
6,3,50000,0.1,0.5,0.14,317
