q0,q1,q2,mean_cost,std
0.5,0.04,0.28,338.76,146.22
0.5,0.04,0.3,349.23,141.23
0.5,0.04,0.32,320.3,146.22
0.5,0.04,0.34,321.68,135.0
0.5,0.04,0.36,363.85,166.63
0.5,0.04,0.38,328.03,159.42
0.5,0.04,0.4,325.57,152.04
0.5,0.04,0.42,359.92,162.07
0.5,0.04,0.44,330.66,162.19
0.5,0.04,0.46,358.39,154.33
0.5,0.04,0.48,350.92,159.84
0.5,0.04,0.5,348.23,159.5
0.5,0.04,0.52,334.47,172.59
0.5,0.04,0.54,376.5,173.43
0.5,0.04,0.56,358.22,173.24
0.5,0.04,0.58,346.37,171.39
0.5,0.04,0.6,383.04,154.65
0.5,0.04,0.62,355.83,149.74
0.5,0.04,0.64,331.02,149.05
0.5,0.04,0.66,363.64,157.61
0.5,0.04,0.68,333.31,137.08
0.5,0.04,0.7,353.35,158.6
0.5,0.04,0.72,326.04,146.56
0.5,0.04,0.74,330.94,154.05
0.5,0.04,0.76,329.88,136.96
0.5,0.04,0.78,312.41,151.85
0.5,0.04,0.8,335.7,159.26
0.5,0.04,0.82,309.95,132.56
0.5,0.04,0.84,298.42,124.68
0.5,0.04,0.86,263.3,125.93
0.5,0.04,0.88,266.64,116.46
0.5,0.04,0.9,291.33,124.83
0.5,0.04,0.92,294.37,131.35
0.5,0.04,0.94,241.05,119.72
0.5,0.04,0.96,218.48,114.69
0.5,0.04,0.98,188.6,100.45
0.5,0.06,0.02,217.42,113.79
0.5,0.06,0.04,222.52,102.35
0.5,0.06,0.06,275.75,130.69
0.5,0.06,0.08,283.45,129.08
0.5,0.06,0.1,274.14,114.69
0.5,0.06,0.12,319.25,147.72
0.5,0.06,0.14,312.49,135.18
0.5,0.06,0.16,338.85,160.2
0.5,0.06,0.18,364.22,141.4
0.5,0.06,0.2,348.43,153.06
0.5,0.06,0.22,337.1,151.07
0.5,0.06,0.24,330.35,133.93
0.5,0.06,0.26,366.23,148.04
0.5,0.06,0.28,349.25,154.39
0.5,0.06,0.3,371.11,172.81
0.5,0.06,0.32,395.28,187.1
0.5,0.06,0.34,388.33,162.36
0.5,0.06,0.36,363.22,184.44
0.5,0.06,0.38,398.7,179.33
0.5,0.06,0.4,402.74,184.8
0.5,0.06,0.42,392.62,173.65
0.5,0.06,0.44,342.72,153.2
0.5,0.06,0.46,375.8,175.0
0.5,0.06,0.48,392.82,175.17
0.5,0.06,0.5,354.27,182.75
0.5,0.06,0.52,412.57,177.81
0.5,0.06,0.54,356.12,191.45
0.5,0.06,0.56,370.88,159.84
0.5,0.06,0.58,381.4,188.04
0.5,0.06,0.6,382.03,162.47
0.5,0.06,0.62,347.47,150.84
0.5,0.06,0.64,424.26,185.75
0.5,0.06,0.66,384.28,168.54
0.5,0.06,0.68,357.56,175.02
0.5,0.06,0.7,359.67,149.29
0.5,0.06,0.72,393.18,151.84
0.5,0.06,0.74,338.09,145.69
0.5,0.06,0.76,347.79,157.88
0.5,0.06,0.78,343.47,137.15
0.5,0.06,0.8,346.26,156.19
0.5,0.06,0.82,312.82,139.16
0.5,0.06,0.84,342.63,167.98
0.5,0.06,0.86,330.21,152.26
0.5,0.06,0.88,294.89,121.31
0.5,0.06,0.9,283.18,118.86
0.5,0.06,0.92,301.98,135.4
0.5,0.06,0.94,248.54,126.79
0.5,0.06,0.96,265.06,119.72
0.5,0.06,0.98,226.77,106.19
0.5,0.08,0.02,215.23,113.28
0.5,0.08,0.04,272.05,127.52
0.5,0.08,0.06,268.42,118.41
0.5,0.08,0.08,327.62,158.93
0.5,0.08,0.1,296.29,125.29
0.5,0.08,0.12,317.89,129.68
0.5,0.08,0.14,340.82,145.41
0.5,0.08,0.16,372.29,152.24
0.5,0.08,0.18,355.72,142.14
0.5,0.08,0.2,394.87,181.57
0.5,0.08,0.22,389.57,160.28
0.5,0.08,0.24,395.42,172.55
0.5,0.08,0.26,368.71,182.37
0.5,0.08,0.28,418.4,187.38
0.5,0.08,0.3,399.38,157.13
0.5,0.08,0.32,397.17,170.09
0.5,0.08,0.34,375.15,144.08
0.5,0.08,0.36,398.83,173.26
0.5,0.08,0.38,411.61,196.98
0.5,0.08,0.4,422.03,179.13
0.5,0.08,0.42,419.05,207.31
0.5,0.08,0.44,397.0,176.5
0.5,0.08,0.46,371.28,158.21
0.5,0.08,0.48,412.04,167.25
0.5,0.08,0.5,418.8,191.51
0.5,0.08,0.52,403.82,187.2
0.5,0.08,0.54,379.58,174.75
0.5,0.08,0.56,403.46,180.1
0.5,0.08,0.58,380.7,171.92
0.5,0.08,0.6,397.07,179.05
0.5,0.08,0.62,385.5,199.42
0.5,0.08,0.64,396.69,170.34
0.5,0.08,0.66,398.08,175.62
0.5,0.08,0.68,417.32,171.17
0.5,0.08,0.7,400.88,159.68
0.5,0.08,0.72,369.82,181.58
0.5,0.08,0.74,405.53,169.99
0.5,0.08,0.76,372.44,147.8
0.5,0.08,0.78,348.17,168.28
0.5,0.08,0.8,369.53,166.43
0.5,0.08,0.82,380.47,174.52
0.5,0.08,0.84,351.66,148.74
0.5,0.08,0.86,355.28,149.56
0.5,0.08,0.88,306.7,125.56
0.5,0.08,0.9,328.46,148.17
0.5,0.08,0.92,283.2,127.74
0.5,0.08,0.94,288.51,123.0
0.5,0.08,0.96,276.33,130.22
0.5,0.08,0.98,216.77,111.13
0.5,0.1,0.02,225.08,122.26
0.5,0.1,0.04,275.11,129.57
0.5,0.1,0.06,279.26,147.62
0.5,0.1,0.08,328.0,162.8
0.5,0.1,0.1,336.51,143.1
0.5,0.1,0.12,341.99,156.29
0.5,0.1,0.14,341.12,158.09
0.5,0.1,0.16,380.54,151.2
0.5,0.1,0.18,389.99,181.84
0.5,0.1,0.2,376.42,173.9
0.5,0.1,0.22,387.66,164.86
0.5,0.1,0.24,415.76,173.75
0.5,0.1,0.26,440.57,171.0
0.5,0.1,0.28,461.69,203.75
0.5,0.1,0.3,401.63,173.86
0.5,0.1,0.32,452.2,185.09
0.5,0.1,0.34,420.68,181.23
0.5,0.1,0.36,431.73,192.07
0.5,0.1,0.38,450.15,176.33
0.5,0.1,0.4,437.95,193.91
0.5,0.1,0.42,411.43,178.69
0.5,0.1,0.44,414.02,189.77
0.5,0.1,0.46,408.55,180.52
0.5,0.1,0.48,416.46,162.14
0.5,0.1,0.5,394.25,163.91
0.5,0.1,0.52,454.14,212.21
0.5,0.1,0.54,418.3,166.38
0.5,0.1,0.56,423.48,186.18
0.5,0.1,0.58,425.99,181.33
0.5,0.1,0.6,442.31,199.89
0.5,0.1,0.62,415.27,195.1
0.5,0.1,0.64,461.35,185.1
0.5,0.1,0.66,396.9,165.39
0.5,0.1,0.68,406.64,187.26
0.5,0.1,0.7,406.56,177.58
0.5,0.1,0.72,393.43,161.0
0.5,0.1,0.74,413.92,185.99
0.5,0.1,0.76,371.15,164.86
0.5,0.1,0.78,390.32,163.75
0.5,0.1,0.8,389.51,175.71
0.5,0.1,0.82,377.99,154.44
0.5,0.1,0.84,370.57,158.36
0.5,0.1,0.86,391.7,159.41
0.5,0.1,0.88,354.56,159.42
0.5,0.1,0.9,341.0,144.6
0.5,0.1,0.92,316.05,144.04
0.5,0.1,0.94,285.63,131.7
0.5,0.1,0.96,285.09,137.71
0.5,0.1,0.98,245.97,128.89
0.5,0.12,0.02,253.7,123.09
0.5,0.12,0.04,294.23,147.18
0.5,0.12,0.06,310.82,154.73
0.5,0.12,0.08,364.13,144.03
0.5,0.12,0.1,348.22,149.63
0.5,0.12,0.12,386.68,173.2
0.5,0.12,0.14,361.35,157.52
0.5,0.12,0.16,384.93,165.6
0.5,0.12,0.18,379.65,165.78
0.5,0.12,0.2,396.58,163.01
0.5,0.12,0.22,401.36,194.46
0.5,0.12,0.24,403.18,154.49
0.5,0.12,0.26,408.66,193.07
0.5,0.12,0.28,408.02,179.0
0.5,0.12,0.3,463.3,204.98
0.5,0.12,0.32,454.63,186.03
0.5,0.12,0.34,440.77,201.73
0.5,0.12,0.36,453.22,208.25
0.5,0.12,0.38,438.46,202.74
0.5,0.12,0.4,491.9,221.35
0.5,0.12,0.42,436.56,194.74
0.5,0.12,0.44,427.36,173.83
0.5,0.12,0.46,440.41,193.59
0.5,0.12,0.48,429.98,200.25
0.5,0.12,0.5,457.14,208.47
0.5,0.12,0.52,485.39,216.14
0.5,0.12,0.54,447.98,191.48
0.5,0.12,0.56,445.35,225.95
0.5,0.12,0.58,442.44,193.86
0.5,0.12,0.6,444.56,201.25
0.5,0.12,0.62,422.65,204.42
0.5,0.12,0.64,476.44,226.59
0.5,0.12,0.66,452.4,198.86
0.5,0.12,0.68,458.17,203.22
0.5,0.12,0.7,435.94,192.63
0.5,0.12,0.72,461.96,214.17
0.5,0.12,0.74,415.46,174.3
0.5,0.12,0.76,427.34,190.05
0.5,0.12,0.78,415.99,199.17
0.5,0.12,0.8,394.36,162.95
0.5,0.12,0.82,378.04,172.62
0.5,0.12,0.84,393.94,161.32
0.5,0.12,0.86,377.83,152.52
0.5,0.12,0.88,388.58,166.63
0.5,0.12,0.9,352.86,158.31
0.5,0.12,0.92,315.81,148.51
0.5,0.12,0.94,298.96,136.19
0.5,0.12,0.96,270.25,125.99
0.5,0.12,0.98,231.81,105.83
0.5,0.14,0.02,252.27,125.42
0.5,0.14,0.04,316.45,126.88
0.5,0.14,0.06,294.82,121.05
0.5,0.14,0.08,312.13,148.78
0.5,0.14,0.1,348.37,147.29
0.5,0.14,0.12,371.33,137.39
0.5,0.14,0.14,381.37,171.83
0.5,0.14,0.16,415.44,177.03
0.5,0.14,0.18,384.56,164.2
0.5,0.14,0.2,434.22,195.67
0.5,0.14,0.22,411.59,153.14
0.5,0.14,0.24,415.76,186.1
0.5,0.14,0.26,468.39,188.52
0.5,0.14,0.28,415.68,201.7
0.5,0.14,0.3,471.74,202.97
0.5,0.14,0.32,451.26,206.6
0.5,0.14,0.34,442.09,160.65
0.5,0.14,0.36,481.31,216.91
0.5,0.14,0.38,437.44,193.99
0.5,0.14,0.4,431.63,202.58
0.5,0.14,0.42,498.46,211.86
0.5,0.14,0.44,474.15,212.33
0.5,0.14,0.46,442.94,195.36
0.5,0.14,0.48,471.23,213.23
0.5,0.14,0.5,502.04,226.43
0.5,0.14,0.52,462.36,171.65
0.5,0.14,0.54,456.67,196.97
0.5,0.14,0.56,480.55,192.64
0.5,0.14,0.58,472.73,201.28
0.5,0.14,0.6,439.02,202.76
0.5,0.14,0.62,425.56,191.02
0.5,0.14,0.64,465.75,199.17
0.5,0.14,0.66,434.75,184.82
0.5,0.14,0.68,444.88,188.96
0.5,0.14,0.7,450.71,181.5
0.5,0.14,0.72,496.03,179.63
0.5,0.14,0.74,455.62,194.55
0.5,0.14,0.76,416.0,169.64
0.5,0.14,0.78,449.72,182.15
0.5,0.14,0.8,416.55,158.64
0.5,0.14,0.82,385.41,158.06
0.5,0.14,0.84,383.43,165.72
0.5,0.14,0.86,400.38,158.99
0.5,0.14,0.88,378.65,160.67
0.5,0.14,0.9,359.46,164.19
0.5,0.14,0.92,322.89,152.88
0.5,0.14,0.94,328.69,151.36
0.5,0.14,0.96,274.62,122.52
0.5,0.14,0.98,275.12,118.32
0.5,0.16,0.02,273.69,121.3
0.5,0.16,0.04,305.72,144.62
0.5,0.16,0.06,321.45,145.52
0.5,0.16,0.08,330.56,140.21
0.5,0.16,0.1,355.99,163.25
0.5,0.16,0.12,388.35,167.39
0.5,0.16,0.14,367.29,171.48
0.5,0.16,0.16,400.58,161.35
0.5,0.16,0.18,398.08,188.05
0.5,0.16,0.2,407.02,194.22
0.5,0.16,0.22,445.4,198.59
0.5,0.16,0.24,417.87,196.8
0.5,0.16,0.26,411.4,165.53
0.5,0.16,0.28,477.27,192.76
0.5,0.16,0.3,447.36,209.71
0.5,0.16,0.32,436.68,189.58
0.5,0.16,0.34,459.2,193.87
0.5,0.16,0.36,452.91,178.48
0.5,0.16,0.38,473.98,191.79
0.5,0.16,0.4,469.73,163.73
0.5,0.16,0.42,477.14,181.7
0.5,0.16,0.44,480.22,209.84
0.5,0.16,0.46,469.9,188.21
0.5,0.16,0.48,442.61,212.34
0.5,0.16,0.5,497.56,198.63
0.5,0.16,0.52,468.28,230.47
0.5,0.16,0.54,501.35,213.65
0.5,0.16,0.56,480.79,198.56
0.5,0.16,0.58,499.95,212.54
0.5,0.16,0.6,495.32,228.78
0.5,0.16,0.62,467.86,223.53
0.5,0.16,0.64,441.39,214.47
0.5,0.16,0.66,426.18,193.93
0.5,0.16,0.68,468.72,197.43
0.5,0.16,0.7,464.35,187.91
0.5,0.16,0.72,457.93,205.13
0.5,0.16,0.74,446.39,194.93
0.5,0.16,0.76,424.48,176.5
0.5,0.16,0.78,415.51,176.33
0.5,0.16,0.8,422.62,181.01
0.5,0.16,0.82,409.48,169.1
0.5,0.16,0.84,398.78,201.09
0.5,0.16,0.86,391.86,172.55
0.5,0.16,0.88,375.75,181.92
0.5,0.16,0.9,383.51,154.54
0.5,0.16,0.92,364.62,165.4
0.5,0.16,0.94,310.59,131.84
0.5,0.16,0.96,286.84,122.36
0.5,0.16,0.98,259.55,129.3
0.5,0.18,0.02,290.32,134.5
0.5,0.18,0.04,290.31,135.23
0.5,0.18,0.06,337.68,164.83
0.5,0.18,0.08,355.9,149.59
0.5,0.18,0.1,384.0,159.21
0.5,0.18,0.12,403.06,179.56
0.5,0.18,0.14,414.96,175.05
0.5,0.18,0.16,458.79,209.5
0.5,0.18,0.18,438.44,197.44
0.5,0.18,0.2,445.67,207.96
0.5,0.18,0.22,462.02,214.31
0.5,0.18,0.24,462.18,207.65
0.5,0.18,0.26,470.33,234.17
0.5,0.18,0.28,500.88,238.29
0.5,0.18,0.3,438.52,184.26
0.5,0.18,0.32,470.93,200.6
0.5,0.18,0.34,517.99,211.6
0.5,0.18,0.36,496.65,214.26
0.5,0.18,0.38,467.09,213.38
0.5,0.18,0.4,505.16,193.36
0.5,0.18,0.42,496.75,235.59
0.5,0.18,0.44,527.64,219.96
0.5,0.18,0.46,477.68,200.16
0.5,0.18,0.48,475.14,229.18
0.5,0.18,0.5,512.3,256.8
0.5,0.18,0.52,518.0,225.69
0.5,0.18,0.54,467.63,221.89
0.5,0.18,0.56,474.74,219.47
0.5,0.18,0.58,495.09,214.26
0.5,0.18,0.6,506.85,227.53
0.5,0.18,0.62,517.04,246.92
0.5,0.18,0.64,467.02,202.71
0.5,0.18,0.66,544.78,228.69
0.5,0.18,0.68,476.04,203.05
0.5,0.18,0.7,458.0,188.95
0.5,0.18,0.72,457.49,203.09
0.5,0.18,0.74,477.93,228.62
0.5,0.18,0.76,464.44,192.04
0.5,0.18,0.78,421.42,194.94
0.5,0.18,0.8,415.41,177.9
0.5,0.18,0.82,432.26,187.6
0.5,0.18,0.84,420.34,166.01
0.5,0.18,0.86,396.05,173.58
0.5,0.18,0.88,371.4,165.72
0.5,0.18,0.9,409.16,179.04
0.5,0.18,0.92,355.84,159.57
0.5,0.18,0.94,315.08,132.97
0.5,0.18,0.96,304.73,135.92
0.5,0.18,0.98,291.35,150.51
0.5,0.2,0.02,288.67,149.23
0.5,0.2,0.04,315.26,136.05
0.5,0.2,0.06,327.72,149.46
0.5,0.2,0.08,370.2,169.7
0.5,0.2,0.1,366.69,167.03
0.5,0.2,0.12,404.06,172.25
0.5,0.2,0.14,406.68,169.35
0.5,0.2,0.16,428.12,170.54
0.5,0.2,0.18,440.11,177.86
0.5,0.2,0.2,457.85,205.23
0.5,0.2,0.22,464.29,195.58
0.5,0.2,0.24,468.77,200.2
0.5,0.2,0.26,476.19,230.08
0.5,0.2,0.28,481.91,236.13
0.5,0.2,0.3,463.91,209.61
0.5,0.2,0.32,493.16,213.55
0.5,0.2,0.34,445.38,177.91
0.5,0.2,0.36,495.42,192.55
0.5,0.2,0.38,567.63,257.03
0.5,0.2,0.4,502.9,216.77
0.5,0.2,0.42,520.45,231.24
0.5,0.2,0.44,524.67,208.41
0.5,0.2,0.46,489.89,252.7
0.5,0.2,0.48,516.88,190.77
0.5,0.2,0.5,503.85,224.58
0.5,0.2,0.52,540.39,204.42
0.5,0.2,0.54,530.17,236.56
0.5,0.2,0.56,486.53,214.32
0.5,0.2,0.58,480.51,210.95
0.5,0.2,0.6,484.19,199.54
0.5,0.2,0.62,491.51,199.43
0.5,0.2,0.64,533.65,257.04
0.5,0.2,0.66,468.45,214.99
0.5,0.2,0.68,480.96,210.81
0.5,0.2,0.7,514.72,199.82
0.5,0.2,0.72,474.08,216.75
0.5,0.2,0.74,484.27,208.87
0.5,0.2,0.76,444.95,200.48
0.5,0.2,0.78,464.71,190.11
0.5,0.2,0.8,428.45,172.25
0.5,0.2,0.82,407.66,156.99
0.5,0.2,0.84,438.67,194.95
0.5,0.2,0.86,383.89,182.09
0.5,0.2,0.88,410.99,157.61
0.5,0.2,0.9,399.59,187.0
0.5,0.2,0.92,366.33,164.57
0.5,0.2,0.94,359.93,156.67
0.5,0.2,0.96,292.1,128.98
0.5,0.2,0.98,266.58,127.91
0.5,0.22,0.02,310.83,141.37
0.5,0.22,0.04,336.97,138.36
0.5,0.22,0.06,339.39,145.24
0.5,0.22,0.08,364.44,177.96
0.5,0.22,0.1,374.3,154.22
0.5,0.22,0.12,391.78,192.57
0.5,0.22,0.14,421.4,190.14
0.5,0.22,0.16,429.26,193.23
0.5,0.22,0.18,456.33,179.92
0.5,0.22,0.2,444.43,194.21
0.5,0.22,0.22,449.23,197.72
0.5,0.22,0.24,503.64,223.71
0.5,0.22,0.26,461.96,198.41
0.5,0.22,0.28,445.5,184.4
0.5,0.22,0.3,505.77,214.81
0.5,0.22,0.32,534.91,260.49
0.5,0.22,0.34,509.71,259.84
0.5,0.22,0.36,504.68,210.75
0.5,0.22,0.38,545.32,253.41
0.5,0.22,0.4,475.65,204.89
0.5,0.22,0.42,527.17,220.69
0.5,0.22,0.44,503.48,211.9
0.5,0.22,0.46,508.4,208.65
0.5,0.22,0.48,522.14,212.8
0.5,0.22,0.5,524.02,240.96
0.5,0.22,0.52,505.34,206.96
0.5,0.22,0.54,518.99,212.32
0.5,0.22,0.56,484.23,200.16
0.5,0.22,0.58,514.57,234.15
0.5,0.22,0.6,537.27,210.99
0.5,0.22,0.62,530.06,200.98
0.5,0.22,0.64,530.72,237.7
0.5,0.22,0.66,505.29,203.02
0.5,0.22,0.68,541.68,252.99
0.5,0.22,0.7,501.51,205.54
0.5,0.22,0.72,505.68,218.06
0.5,0.22,0.74,464.76,205.48
0.5,0.22,0.76,448.85,201.68
0.5,0.22,0.78,444.28,191.6
0.5,0.22,0.8,466.48,207.38
0.5,0.22,0.82,450.89,201.43
0.5,0.22,0.84,436.89,186.21
0.5,0.22,0.86,445.36,202.26
0.5,0.22,0.88,405.9,187.25
0.5,0.22,0.9,400.93,178.96
0.5,0.22,0.92,333.55,160.07
0.5,0.22,0.94,347.53,148.19
0.5,0.22,0.96,323.52,129.84
0.5,0.22,0.98,284.07,108.04
0.5,0.24,0.02,295.95,158.53
0.5,0.24,0.04,307.65,137.93
0.5,0.24,0.06,354.46,131.77
0.5,0.24,0.08,408.78,172.7
0.5,0.24,0.1,427.05,188.05
0.5,0.24,0.12,411.63,197.71
0.5,0.24,0.14,439.07,196.54
0.5,0.24,0.16,434.56,197.1
0.5,0.24,0.18,463.35,193.22
0.5,0.24,0.2,467.48,202.25
0.5,0.24,0.22,505.58,214.78
0.5,0.24,0.24,449.18,206.47
0.5,0.24,0.26,501.26,242.4
0.5,0.24,0.28,520.77,237.83
0.5,0.24,0.3,511.32,235.31
0.5,0.24,0.32,500.48,197.34
0.5,0.24,0.34,534.78,241.54
0.5,0.24,0.36,540.6,252.59
0.5,0.24,0.38,480.63,211.11
0.5,0.24,0.4,522.41,234.86
0.5,0.24,0.42,506.05,244.61
0.5,0.24,0.44,507.23,227.3
0.5,0.24,0.46,570.17,226.5
0.5,0.24,0.48,534.39,233.51
0.5,0.24,0.5,500.47,213.88
0.5,0.24,0.52,552.16,231.06
0.5,0.24,0.54,555.39,228.07
0.5,0.24,0.56,537.8,210.69
0.5,0.24,0.58,498.57,206.84
0.5,0.24,0.6,503.08,243.38
0.5,0.24,0.62,524.07,213.28
0.5,0.24,0.64,510.53,209.17
0.5,0.24,0.66,499.37,208.39
0.5,0.24,0.68,483.57,208.07
0.5,0.24,0.7,484.78,194.63
0.5,0.24,0.72,474.25,201.0
0.5,0.24,0.74,478.66,204.9
0.5,0.24,0.76,494.34,195.06
0.5,0.24,0.78,418.0,213.88
0.5,0.24,0.8,483.26,216.89
0.5,0.24,0.82,419.58,178.29
0.5,0.24,0.84,464.27,215.39
0.5,0.24,0.86,421.88,185.77
0.5,0.24,0.88,423.39,168.03
0.5,0.24,0.9,409.85,187.36
0.5,0.24,0.92,379.33,182.07
0.5,0.24,0.94,349.03,157.21
0.5,0.24,0.96,311.22,143.5
0.5,0.24,0.98,280.08,119.2
0.5,0.26,0.02,283.88,131.35
0.5,0.26,0.04,305.9,141.55
0.5,0.26,0.06,342.55,159.06
0.5,0.26,0.08,391.42,191.14
0.5,0.26,0.1,417.86,183.94
0.5,0.26,0.12,391.44,153.41
0.5,0.26,0.14,445.29,209.49
0.5,0.26,0.16,426.48,175.01
0.5,0.26,0.18,499.09,215.01
0.5,0.26,0.2,453.58,216.42
0.5,0.26,0.22,540.8,237.04
0.5,0.26,0.24,493.89,244.99
0.5,0.26,0.26,496.04,196.49
0.5,0.26,0.28,494.29,203.88
0.5,0.26,0.3,525.16,216.94
0.5,0.26,0.32,531.34,222.43
0.5,0.26,0.34,507.65,224.42
0.5,0.26,0.36,522.07,210.33
0.5,0.26,0.38,545.09,230.25
0.5,0.26,0.4,535.65,256.43
0.5,0.26,0.42,528.9,215.86
0.5,0.26,0.44,516.02,202.2
0.5,0.26,0.46,532.17,218.44
0.5,0.26,0.48,510.4,237.67
0.5,0.26,0.5,510.29,208.5
0.5,0.26,0.52,520.54,236.29
0.5,0.26,0.54,547.75,219.77
0.5,0.26,0.56,578.05,253.91
0.5,0.26,0.58,517.48,228.06
0.5,0.26,0.6,551.22,231.83
0.5,0.26,0.62,485.16,211.37
0.5,0.26,0.64,541.85,218.06
0.5,0.26,0.66,502.72,215.86
0.5,0.26,0.68,472.97,207.04
0.5,0.26,0.7,502.25,191.98
0.5,0.26,0.72,482.59,183.38
0.5,0.26,0.74,510.76,222.94
0.5,0.26,0.76,494.0,248.64
0.5,0.26,0.78,478.6,222.5
0.5,0.26,0.8,490.18,203.95
0.5,0.26,0.82,417.34,167.88
0.5,0.26,0.84,460.29,190.23
0.5,0.26,0.86,442.47,211.5
0.5,0.26,0.88,448.32,181.76
0.5,0.26,0.9,411.72,175.68
0.5,0.26,0.92,410.98,197.79
0.5,0.26,0.94,353.79,157.11
0.5,0.26,0.96,327.68,148.36
0.5,0.26,0.98,305.31,124.16
0.5,0.28,0.02,291.7,138.61
0.5,0.28,0.04,326.55,146.62
0.5,0.28,0.06,348.63,139.53
0.5,0.28,0.08,389.02,158.71
0.5,0.28,0.1,383.2,181.85
0.5,0.28,0.12,425.45,194.16
0.5,0.28,0.14,435.13,196.42
0.5,0.28,0.16,464.84,187.85
0.5,0.28,0.18,452.21,206.8
0.5,0.28,0.2,450.11,211.08
0.5,0.28,0.22,462.51,182.42
0.5,0.28,0.24,522.39,233.38
0.5,0.28,0.26,497.07,211.21
0.5,0.28,0.28,527.77,231.43
0.5,0.28,0.3,518.14,243.54
0.5,0.28,0.32,485.81,222.07
0.5,0.28,0.34,530.08,231.29
0.5,0.28,0.36,516.75,250.82
0.5,0.28,0.38,567.8,233.29
0.5,0.28,0.4,550.73,224.97
0.5,0.28,0.42,523.36,214.06
0.5,0.28,0.44,517.72,197.86
0.5,0.28,0.46,546.4,211.83
0.5,0.28,0.48,508.39,222.98
0.5,0.28,0.5,528.15,255.98
0.5,0.28,0.52,502.71,186.94
0.5,0.28,0.54,529.93,242.18
0.5,0.28,0.56,569.8,222.78
0.5,0.28,0.58,553.9,213.88
0.5,0.28,0.6,516.92,215.02
0.5,0.28,0.62,470.01,214.77
0.5,0.28,0.64,558.66,222.78
0.5,0.28,0.66,490.68,220.74
0.5,0.28,0.68,530.38,219.37
0.5,0.28,0.7,532.66,208.94
0.5,0.28,0.72,529.61,234.48
0.5,0.28,0.74,517.45,241.99
0.5,0.28,0.76,515.08,225.85
0.5,0.28,0.78,556.71,259.75
0.5,0.28,0.8,493.72,224.24
0.5,0.28,0.82,477.97,229.99
0.5,0.28,0.84,449.11,175.83
0.5,0.28,0.86,450.45,214.4
0.5,0.28,0.88,452.47,204.52
0.5,0.28,0.9,411.5,192.93
0.5,0.28,0.92,393.07,167.66
0.5,0.28,0.94,360.1,158.94
0.5,0.28,0.96,331.05,148.02
0.5,0.28,0.98,277.5,126.33
0.5,0.3,0.02,274.93,129.14
0.5,0.3,0.04,363.3,151.21
0.5,0.3,0.06,367.85,174.35
0.5,0.3,0.08,353.29,165.98
0.5,0.3,0.1,392.44,191.37
0.5,0.3,0.12,453.25,197.8
0.5,0.3,0.14,433.11,183.22
0.5,0.3,0.16,479.39,190.29
0.5,0.3,0.18,454.65,187.25
0.5,0.3,0.2,469.37,200.68
0.5,0.3,0.22,499.43,236.95
0.5,0.3,0.24,523.03,218.02
