q0,q1,q2,mean_cost,std
0.5,0.3,0.26,526.98,237.46
0.5,0.3,0.28,528.82,221.59
0.5,0.3,0.3,536.51,227.02
0.5,0.3,0.32,491.98,196.5
0.5,0.3,0.34,514.95,221.09
0.5,0.3,0.36,547.81,207.01
0.5,0.3,0.38,511.82,236.93
0.5,0.3,0.4,524.19,212.23
0.5,0.3,0.42,536.21,244.0
0.5,0.3,0.44,543.93,247.19
0.5,0.3,0.46,587.01,241.73
0.5,0.3,0.48,544.9,241.9
0.5,0.3,0.5,562.81,245.35
0.5,0.3,0.52,530.2,262.29
0.5,0.3,0.54,600.73,248.27
0.5,0.3,0.56,539.11,224.51
0.5,0.3,0.58,558.32,247.49
0.5,0.3,0.6,543.29,228.12
0.5,0.3,0.62,520.42,218.41
0.5,0.3,0.64,525.53,238.44
0.5,0.3,0.66,508.89,236.16
0.5,0.3,0.68,513.09,225.04
0.5,0.3,0.7,512.32,228.63
0.5,0.3,0.72,535.97,253.12
0.5,0.3,0.74,553.46,232.35
0.5,0.3,0.76,523.93,219.6
0.5,0.3,0.78,489.03,213.13
0.5,0.3,0.8,508.7,210.91
0.5,0.3,0.82,476.45,204.8
0.5,0.3,0.84,498.22,197.13
0.5,0.3,0.86,417.17,200.13
0.5,0.3,0.88,441.13,199.08
0.5,0.3,0.9,445.36,174.27
0.5,0.3,0.92,378.72,179.39
0.5,0.3,0.94,391.0,173.36
0.5,0.3,0.96,355.8,169.27
0.5,0.3,0.98,299.51,146.14
0.5,0.32,0.02,286.56,116.62
0.5,0.32,0.04,334.16,141.03
0.5,0.32,0.06,365.02,178.82
0.5,0.32,0.08,417.73,197.0
0.5,0.32,0.1,407.18,179.3
0.5,0.32,0.12,410.03,199.72
0.5,0.32,0.14,447.71,195.05
0.5,0.32,0.16,454.76,207.3
0.5,0.32,0.18,460.61,204.19
0.5,0.32,0.2,464.36,196.55
0.5,0.32,0.22,513.85,219.88
0.5,0.32,0.24,523.5,205.04
0.5,0.32,0.26,491.88,212.78
0.5,0.32,0.28,521.72,211.88
0.5,0.32,0.3,552.19,250.4
0.5,0.32,0.32,547.15,251.64
0.5,0.32,0.34,557.54,240.62
0.5,0.32,0.36,518.45,221.93
0.5,0.32,0.38,541.03,223.04
0.5,0.32,0.4,562.3,235.99
0.5,0.32,0.42,536.46,241.48
0.5,0.32,0.44,559.05,216.6
0.5,0.32,0.46,578.36,196.74
0.5,0.32,0.48,558.17,226.6
0.5,0.32,0.5,554.25,231.44
0.5,0.32,0.52,536.14,203.65
0.5,0.32,0.54,554.63,238.34
0.5,0.32,0.56,563.84,221.78
0.5,0.32,0.58,561.03,229.32
0.5,0.32,0.6,507.53,230.77
0.5,0.32,0.62,522.58,222.07
0.5,0.32,0.64,547.72,257.39
0.5,0.32,0.66,493.79,216.56
0.5,0.32,0.68,526.07,215.74
0.5,0.32,0.7,554.06,246.95
0.5,0.32,0.72,483.45,199.27
0.5,0.32,0.74,561.74,228.82
0.5,0.32,0.76,536.87,244.08
0.5,0.32,0.78,478.42,191.51
0.5,0.32,0.8,487.9,212.79
0.5,0.32,0.82,498.25,205.84
0.5,0.32,0.84,470.19,218.73
0.5,0.32,0.86,448.09,213.84
0.5,0.32,0.88,466.23,170.07
0.5,0.32,0.9,432.93,178.87
0.5,0.32,0.92,385.61,166.45
0.5,0.32,0.94,381.36,152.82
0.5,0.32,0.96,344.32,147.46
0.5,0.32,0.98,310.66,149.85
0.5,0.34,0.02,301.18,162.13
0.5,0.34,0.04,316.51,146.34
0.5,0.34,0.06,360.1,147.45
0.5,0.34,0.08,360.77,166.86
0.5,0.34,0.1,415.83,160.11
0.5,0.34,0.12,418.5,179.88
0.5,0.34,0.14,473.06,201.43
0.5,0.34,0.16,462.06,208.18
0.5,0.34,0.18,442.43,178.85
0.5,0.34,0.2,502.61,201.01
0.5,0.34,0.22,480.77,220.28
0.5,0.34,0.24,517.11,211.61
0.5,0.34,0.26,534.64,228.86
0.5,0.34,0.28,514.74,224.21
0.5,0.34,0.3,553.7,214.48
0.5,0.34,0.32,527.14,242.05
0.5,0.34,0.34,498.67,239.82
0.5,0.34,0.36,494.74,213.16
0.5,0.34,0.38,542.35,221.0
0.5,0.34,0.4,589.52,228.4
0.5,0.34,0.42,567.29,247.47
0.5,0.34,0.44,581.19,257.59
0.5,0.34,0.46,547.49,261.27
0.5,0.34,0.48,599.14,235.2
0.5,0.34,0.5,551.98,233.32
0.5,0.34,0.52,602.76,240.61
0.5,0.34,0.54,567.36,245.32
0.5,0.34,0.56,544.38,241.15
0.5,0.34,0.58,529.31,221.8
0.5,0.34,0.6,565.41,237.75
0.5,0.34,0.62,532.33,221.14
0.5,0.34,0.64,553.19,248.15
0.5,0.34,0.66,552.97,218.58
0.5,0.34,0.68,527.86,244.47
0.5,0.34,0.7,510.12,217.88
0.5,0.34,0.72,533.11,234.25
0.5,0.34,0.74,523.21,257.99
0.5,0.34,0.76,502.45,222.91
0.5,0.34,0.78,498.31,220.42
0.5,0.34,0.8,472.03,234.25
0.5,0.34,0.82,494.46,222.94
0.5,0.34,0.84,465.83,202.69
0.5,0.34,0.86,495.23,226.66
0.5,0.34,0.88,459.77,179.97
0.5,0.34,0.9,436.94,180.08
0.5,0.34,0.92,412.18,189.18
0.5,0.34,0.94,389.27,158.82
0.5,0.34,0.96,324.49,158.04
0.5,0.34,0.98,326.58,153.95
0.5,0.36,0.02,331.16,160.69
0.5,0.36,0.04,351.99,147.77
0.5,0.36,0.06,390.53,180.96
0.5,0.36,0.08,385.52,154.8
0.5,0.36,0.1,418.26,194.58
0.5,0.36,0.12,430.65,165.91
0.5,0.36,0.14,492.96,220.77
0.5,0.36,0.16,465.66,207.04
0.5,0.36,0.18,518.08,199.35
0.5,0.36,0.2,513.05,207.3
0.5,0.36,0.22,465.11,196.04
0.5,0.36,0.24,513.08,224.71
0.5,0.36,0.26,543.95,246.78
0.5,0.36,0.28,520.12,206.45
0.5,0.36,0.3,525.25,220.23
0.5,0.36,0.32,519.2,215.57
0.5,0.36,0.34,604.92,257.18
0.5,0.36,0.36,541.5,203.34
0.5,0.36,0.38,546.7,218.95
0.5,0.36,0.4,563.98,229.06
0.5,0.36,0.42,561.88,228.97
0.5,0.36,0.44,542.89,229.27
0.5,0.36,0.46,565.35,237.38
0.5,0.36,0.48,539.43,221.87
0.5,0.36,0.5,558.73,263.6
0.5,0.36,0.52,539.56,232.52
0.5,0.36,0.54,564.53,262.58
0.5,0.36,0.56,573.48,232.4
0.5,0.36,0.58,568.51,250.02
0.5,0.36,0.6,556.05,263.93
0.5,0.36,0.62,576.23,249.27
0.5,0.36,0.64,527.14,242.65
0.5,0.36,0.66,534.07,231.31
0.5,0.36,0.68,523.46,220.55
0.5,0.36,0.7,572.43,251.98
0.5,0.36,0.72,515.66,206.43
0.5,0.36,0.74,505.78,195.81
0.5,0.36,0.76,502.81,205.69
0.5,0.36,0.78,518.58,229.14
0.5,0.36,0.8,499.21,240.18
0.5,0.36,0.82,497.62,214.7
0.5,0.36,0.84,473.39,193.85
0.5,0.36,0.86,419.25,157.55
0.5,0.36,0.88,451.62,200.86
0.5,0.36,0.9,396.99,167.6
0.5,0.36,0.92,390.49,174.97
0.5,0.36,0.94,378.83,173.19
0.5,0.36,0.96,333.34,144.28
0.5,0.36,0.98,299.41,133.27
0.5,0.38,0.02,308.71,155.75
0.5,0.38,0.04,348.17,141.28
0.5,0.38,0.06,420.5,158.78
0.5,0.38,0.08,424.06,184.26
0.5,0.38,0.1,436.65,203.48
0.5,0.38,0.12,480.99,179.7
0.5,0.38,0.14,427.16,204.51
0.5,0.38,0.16,470.91,205.72
0.5,0.38,0.18,465.78,208.13
0.5,0.38,0.2,481.44,188.61
0.5,0.38,0.22,555.32,247.14
0.5,0.38,0.24,549.65,233.53
0.5,0.38,0.26,497.67,219.0
0.5,0.38,0.28,553.42,246.72
0.5,0.38,0.3,517.78,263.72
0.5,0.38,0.32,527.78,219.91
0.5,0.38,0.34,562.43,236.83
0.5,0.38,0.36,539.88,206.88
0.5,0.38,0.38,531.4,260.63
0.5,0.38,0.4,568.58,246.46
0.5,0.38,0.42,503.29,248.4
0.5,0.38,0.44,564.41,234.18
0.5,0.38,0.46,574.72,253.52
0.5,0.38,0.48,529.89,234.6
0.5,0.38,0.5,554.39,209.05
0.5,0.38,0.52,540.98,275.24
0.5,0.38,0.54,535.11,242.75
0.5,0.38,0.56,531.57,199.54
0.5,0.38,0.58,572.19,237.02
0.5,0.38,0.6,547.98,209.94
0.5,0.38,0.62,536.87,247.69
0.5,0.38,0.64,551.27,234.26
0.5,0.38,0.66,523.98,201.09
0.5,0.38,0.68,561.21,226.44
0.5,0.38,0.7,570.42,236.81
0.5,0.38,0.72,547.25,235.88
0.5,0.38,0.74,580.18,238.85
0.5,0.38,0.76,523.39,195.51
0.5,0.38,0.78,453.0,194.39
0.5,0.38,0.8,534.69,233.27
0.5,0.38,0.82,505.4,213.13
0.5,0.38,0.84,457.89,203.56
0.5,0.38,0.86,474.21,216.02
0.5,0.38,0.88,437.95,209.15
0.5,0.38,0.9,427.86,196.92
0.5,0.38,0.92,423.9,181.61
0.5,0.38,0.94,385.01,163.52
0.5,0.38,0.96,350.6,145.7
0.5,0.38,0.98,326.4,129.78
0.5,0.4,0.02,304.76,141.69
0.5,0.4,0.04,370.29,151.04
0.5,0.4,0.06,391.84,176.61
0.5,0.4,0.08,387.97,161.44
0.5,0.4,0.1,409.47,166.52
0.5,0.4,0.12,418.99,189.1
0.5,0.4,0.14,483.36,213.38
0.5,0.4,0.16,488.69,208.51
0.5,0.4,0.18,474.55,219.99
0.5,0.4,0.2,534.36,248.57
0.5,0.4,0.22,528.94,232.01
0.5,0.4,0.24,542.8,245.31
0.5,0.4,0.26,516.19,236.16
0.5,0.4,0.28,532.31,219.04
0.5,0.4,0.3,536.89,232.91
0.5,0.4,0.32,569.28,230.41
0.5,0.4,0.34,564.35,263.29
0.5,0.4,0.36,565.51,242.07
0.5,0.4,0.38,591.57,250.3
0.5,0.4,0.4,514.47,234.31
0.5,0.4,0.42,543.15,255.77
0.5,0.4,0.44,547.35,250.72
0.5,0.4,0.46,556.67,258.07
0.5,0.4,0.48,563.03,226.61
0.5,0.4,0.5,540.39,258.38
0.5,0.4,0.52,575.97,220.82
0.5,0.4,0.54,566.12,269.72
0.5,0.4,0.56,547.74,221.01
0.5,0.4,0.58,567.22,252.92
0.5,0.4,0.6,549.25,254.21
0.5,0.4,0.62,581.78,234.53
0.5,0.4,0.64,530.23,216.8
0.5,0.4,0.66,543.4,251.89
0.5,0.4,0.68,542.94,250.04
0.5,0.4,0.7,551.79,227.14
0.5,0.4,0.72,555.27,256.7
0.5,0.4,0.74,552.45,204.96
0.5,0.4,0.76,491.29,213.89
0.5,0.4,0.78,531.9,230.68
0.5,0.4,0.8,507.53,203.71
0.5,0.4,0.82,465.34,201.39
0.5,0.4,0.84,445.06,190.24
0.5,0.4,0.86,438.22,200.21
0.5,0.4,0.88,479.57,207.32
0.5,0.4,0.9,442.34,184.71
0.5,0.4,0.92,366.98,183.85
0.5,0.4,0.94,423.69,163.77
0.5,0.4,0.96,334.0,149.79
0.5,0.4,0.98,300.55,131.85
0.5,0.42,0.02,287.5,139.23
0.5,0.42,0.04,340.59,151.47
0.5,0.42,0.06,366.06,162.38
0.5,0.42,0.08,408.93,180.29
0.5,0.42,0.1,469.21,210.83
0.5,0.42,0.12,426.78,179.17
0.5,0.42,0.14,470.27,205.05
0.5,0.42,0.16,491.3,217.24
0.5,0.42,0.18,471.25,207.71
0.5,0.42,0.2,473.01,193.12
0.5,0.42,0.22,500.85,200.41
0.5,0.42,0.24,536.48,224.73
0.5,0.42,0.26,535.96,239.77
0.5,0.42,0.28,503.06,211.18
0.5,0.42,0.3,539.43,256.5
0.5,0.42,0.32,530.29,218.52
0.5,0.42,0.34,559.16,222.22
0.5,0.42,0.36,557.59,243.36
0.5,0.42,0.38,565.24,258.05
0.5,0.42,0.4,583.09,238.11
0.5,0.42,0.42,606.81,256.88
0.5,0.42,0.44,562.3,238.26
0.5,0.42,0.46,567.05,247.93
0.5,0.42,0.48,516.83,221.67
0.5,0.42,0.5,557.45,225.27
0.5,0.42,0.52,583.99,265.66
0.5,0.42,0.54,590.11,266.51
0.5,0.42,0.56,546.01,236.41
0.5,0.42,0.58,558.29,235.57
0.5,0.42,0.6,598.64,240.3
0.5,0.42,0.62,546.56,245.18
0.5,0.42,0.64,555.7,212.07
0.5,0.42,0.66,560.73,220.85
0.5,0.42,0.68,532.2,247.19
0.5,0.42,0.7,534.66,235.79
0.5,0.42,0.72,580.94,255.37
0.5,0.42,0.74,522.61,210.05
0.5,0.42,0.76,502.5,221.34
0.5,0.42,0.78,493.03,209.87
0.5,0.42,0.8,498.7,193.68
0.5,0.42,0.82,547.54,230.49
0.5,0.42,0.84,468.82,224.26
0.5,0.42,0.86,479.15,169.36
0.5,0.42,0.88,451.49,204.68
0.5,0.42,0.9,413.34,176.9
0.5,0.42,0.92,425.45,187.14
0.5,0.42,0.94,383.81,174.27
0.5,0.42,0.96,371.47,149.26
0.5,0.42,0.98,275.56,119.19
0.5,0.44,0.02,303.57,148.2
0.5,0.44,0.04,359.33,183.18
0.5,0.44,0.06,387.66,148.86
0.5,0.44,0.08,394.55,194.11
0.5,0.44,0.1,420.96,174.8
0.5,0.44,0.12,448.28,200.11
0.5,0.44,0.14,450.48,199.39
0.5,0.44,0.16,486.16,188.93
0.5,0.44,0.18,491.59,214.49
0.5,0.44,0.2,477.81,216.55
0.5,0.44,0.22,509.13,207.35
0.5,0.44,0.24,575.04,235.26
0.5,0.44,0.26,518.42,209.05
0.5,0.44,0.28,579.85,252.22
0.5,0.44,0.3,571.39,240.27
0.5,0.44,0.32,580.52,241.7
0.5,0.44,0.34,556.94,244.66
0.5,0.44,0.36,547.91,242.78
0.5,0.44,0.38,574.54,249.4
0.5,0.44,0.4,564.19,229.54
0.5,0.44,0.42,562.0,243.64
0.5,0.44,0.44,568.83,257.34
0.5,0.44,0.46,562.66,250.06
0.5,0.44,0.48,563.68,213.95
0.5,0.44,0.5,604.8,248.47
0.5,0.44,0.52,577.67,243.35
0.5,0.44,0.54,589.35,226.57
0.5,0.44,0.56,535.3,251.98
0.5,0.44,0.58,546.41,272.62
0.5,0.44,0.6,551.13,237.95
0.5,0.44,0.62,580.96,241.13
0.5,0.44,0.64,540.21,235.76
0.5,0.44,0.66,587.05,249.61
0.5,0.44,0.68,549.37,234.66
0.5,0.44,0.7,541.71,229.07
0.5,0.44,0.72,556.72,241.72
0.5,0.44,0.74,504.44,235.85
0.5,0.44,0.76,473.23,241.17
0.5,0.44,0.78,509.5,214.57
0.5,0.44,0.8,517.13,202.43
0.5,0.44,0.82,542.92,198.27
0.5,0.44,0.84,485.51,191.02
0.5,0.44,0.86,418.3,172.18
0.5,0.44,0.88,470.68,207.91
0.5,0.44,0.9,462.45,184.17
0.5,0.44,0.92,455.05,185.67
0.5,0.44,0.94,390.64,149.45
0.5,0.44,0.96,363.72,153.75
0.5,0.44,0.98,307.51,137.42
0.5,0.46,0.02,312.36,140.39
0.5,0.46,0.04,351.94,170.4
0.5,0.46,0.06,383.81,181.49
0.5,0.46,0.08,414.39,184.26
0.5,0.46,0.1,451.08,185.1
0.5,0.46,0.12,475.75,199.65
0.5,0.46,0.14,481.04,218.67
0.5,0.46,0.16,474.39,191.54
0.5,0.46,0.18,472.6,190.46
0.5,0.46,0.2,510.33,202.41
0.5,0.46,0.22,495.96,225.54
0.5,0.46,0.24,501.63,199.58
0.5,0.46,0.26,507.95,225.6
0.5,0.46,0.28,515.47,227.36
0.5,0.46,0.3,534.98,212.97
0.5,0.46,0.32,580.81,239.54
0.5,0.46,0.34,519.24,260.38
0.5,0.46,0.36,572.68,262.57
0.5,0.46,0.38,596.59,241.03
0.5,0.46,0.4,540.25,232.07
0.5,0.46,0.42,563.54,243.16
0.5,0.46,0.44,571.17,221.94
0.5,0.46,0.46,551.0,250.69
0.5,0.46,0.48,571.2,238.2
0.5,0.46,0.5,561.32,215.51
0.5,0.46,0.52,592.83,251.88
0.5,0.46,0.54,558.29,228.28
0.5,0.46,0.56,610.42,250.43
0.5,0.46,0.58,582.15,266.33
0.5,0.46,0.6,526.86,213.83
0.5,0.46,0.62,568.54,260.06
0.5,0.46,0.64,511.78,195.0
0.5,0.46,0.66,562.28,250.53
0.5,0.46,0.68,526.8,212.06
0.5,0.46,0.7,513.93,205.95
0.5,0.46,0.72,520.27,247.87
0.5,0.46,0.74,568.01,222.66
0.5,0.46,0.76,515.77,229.48
0.5,0.46,0.78,510.85,242.45
0.5,0.46,0.8,496.97,221.29
0.5,0.46,0.82,489.68,225.26
0.5,0.46,0.84,486.63,233.65
0.5,0.46,0.86,438.82,196.72
0.5,0.46,0.88,445.61,182.75
0.5,0.46,0.9,450.47,202.76
0.5,0.46,0.92,407.98,170.85
0.5,0.46,0.94,371.35,171.13
0.5,0.46,0.96,358.93,149.99
0.5,0.46,0.98,322.93,144.71
0.5,0.48,0.02,287.6,149.33
0.5,0.48,0.04,352.18,159.73
0.5,0.48,0.06,399.06,166.68
0.5,0.48,0.08,421.72,195.5
0.5,0.48,0.1,432.88,194.06
0.5,0.48,0.12,430.6,173.45
0.5,0.48,0.14,452.65,196.22
0.5,0.48,0.16,494.01,225.33
0.5,0.48,0.18,476.81,203.17
0.5,0.48,0.2,480.12,242.32
0.5,0.48,0.22,518.3,228.13
0.5,0.48,0.24,525.23,198.2
0.5,0.48,0.26,525.46,233.39
0.5,0.48,0.28,514.81,223.54
0.5,0.48,0.3,550.5,249.84
0.5,0.48,0.32,523.62,256.41
0.5,0.48,0.34,552.86,242.82
0.5,0.48,0.36,571.84,226.06
0.5,0.48,0.38,549.98,213.55
0.5,0.48,0.4,531.5,261.62
0.5,0.48,0.42,571.64,230.8
0.5,0.48,0.44,591.26,256.14
0.5,0.48,0.46,593.75,252.29
0.5,0.48,0.48,562.41,218.02
0.5,0.48,0.5,580.51,241.85
0.5,0.48,0.52,560.57,239.75
0.5,0.48,0.54,596.07,262.76
0.5,0.48,0.56,611.38,253.8
0.5,0.48,0.58,569.18,264.8
0.5,0.48,0.6,595.39,291.17
0.5,0.48,0.62,556.21,251.07
0.5,0.48,0.64,532.87,239.3
0.5,0.48,0.66,554.31,209.62
0.5,0.48,0.68,546.01,244.6
0.5,0.48,0.7,558.65,254.14
0.5,0.48,0.72,527.64,248.03
0.5,0.48,0.74,488.87,233.77
0.5,0.48,0.76,512.32,240.14
0.5,0.48,0.78,539.33,233.86
0.5,0.48,0.8,503.44,216.3
0.5,0.48,0.82,518.63,237.18
0.5,0.48,0.84,463.38,217.76
0.5,0.48,0.86,494.85,208.97
0.5,0.48,0.88,457.29,198.36
0.5,0.48,0.9,435.6,203.54
0.5,0.48,0.92,422.67,172.35
0.5,0.48,0.94,383.27,175.5
0.5,0.48,0.96,342.24,151.04
0.5,0.48,0.98,314.92,126.26
0.5,0.5,0.02,313.59,154.1
0.5,0.5,0.04,335.76,151.8
0.5,0.5,0.06,366.48,172.57
0.5,0.5,0.08,439.08,184.55
0.5,0.5,0.1,409.42,172.68
0.5,0.5,0.12,456.77,180.61
0.5,0.5,0.14,482.58,223.4
0.5,0.5,0.16,464.66,211.26
0.5,0.5,0.18,515.59,211.15
0.5,0.5,0.2,551.87,217.77
0.5,0.5,0.22,525.04,232.7
0.5,0.5,0.24,514.34,200.38
0.5,0.5,0.26,513.79,259.94
0.5,0.5,0.28,538.98,232.7
0.5,0.5,0.3,564.49,246.36
0.5,0.5,0.32,590.83,254.38
0.5,0.5,0.34,569.98,219.52
0.5,0.5,0.36,554.12,269.2
0.5,0.5,0.38,595.24,249.54
0.5,0.5,0.4,558.96,259.84
0.5,0.5,0.42,590.4,275.77
0.5,0.5,0.44,596.5,264.67
0.5,0.5,0.46,539.37,236.18
0.5,0.5,0.48,599.41,264.75
0.5,0.5,0.5,631.63,246.17
0.5,0.5,0.52,557.3,241.03
0.5,0.5,0.54,562.69,240.86
0.5,0.5,0.56,608.05,238.96
0.5,0.5,0.58,569.17,280.24
0.5,0.5,0.6,518.98,188.95
0.5,0.5,0.62,595.25,253.97
0.5,0.5,0.64,564.71,261.16
0.5,0.5,0.66,529.42,200.16
0.5,0.5,0.68,533.13,200.04
0.5,0.5,0.7,591.41,271.1
0.5,0.5,0.72,532.06,224.01
0.5,0.5,0.74,542.55,233.82
0.5,0.5,0.76,535.49,229.03
0.5,0.5,0.78,498.53,228.41
0.5,0.5,0.8,516.19,200.8
0.5,0.5,0.82,479.96,199.9
0.5,0.5,0.84,465.68,199.38
0.5,0.5,0.86,437.26,178.92
0.5,0.5,0.88,446.88,201.24
0.5,0.5,0.9,441.3,200.08
0.5,0.5,0.92,427.03,195.19
0.5,0.5,0.94,403.18,171.68
0.5,0.5,0.96,332.76,154.85
0.5,0.5,0.98,307.85,148.87
0.5,0.52,0.02,322.15,146.44
0.5,0.52,0.04,353.31,144.43
0.5,0.52,0.06,380.66,158.2
0.5,0.52,0.08,419.15,168.97
0.5,0.52,0.1,412.55,173.87
0.5,0.52,0.12,443.81,187.98
0.5,0.52,0.14,471.25,204.87
0.5,0.52,0.16,479.02,204.38
0.5,0.52,0.18,502.18,224.06
0.5,0.52,0.2,527.49,224.09
0.5,0.52,0.22,475.73,211.97
0.5,0.52,0.24,512.43,223.67
0.5,0.52,0.26,519.37,226.22
0.5,0.52,0.28,579.38,244.33
0.5,0.52,0.3,531.8,225.66
0.5,0.52,0.32,539.93,226.09
0.5,0.52,0.34,575.46,219.85
0.5,0.52,0.36,546.09,257.38
0.5,0.52,0.38,546.81,244.87
0.5,0.52,0.4,570.53,242.01
0.5,0.52,0.42,538.27,240.38
0.5,0.52,0.44,560.88,224.97
0.5,0.52,0.46,536.96,215.45
0.5,0.52,0.48,590.37,261.9
0.5,0.52,0.5,592.66,249.55
0.5,0.52,0.52,561.78,261.67
0.5,0.52,0.54,596.02,262.27
0.5,0.52,0.56,558.26,199.75
0.5,0.52,0.58,543.3,240.98
0.5,0.52,0.6,548.45,243.72
0.5,0.52,0.62,558.65,248.94
0.5,0.52,0.64,575.84,249.6
0.5,0.52,0.66,555.93,245.16
0.5,0.52,0.68,578.04,271.39
0.5,0.52,0.7,519.16,239.15
0.5,0.52,0.72,542.95,219.81
0.5,0.52,0.74,518.9,214.33
0.5,0.52,0.76,526.0,200.72
0.5,0.52,0.78,489.47,214.75
0.5,0.52,0.8,467.85,233.64
0.5,0.52,0.82,493.13,198.36
0.5,0.52,0.84,458.72,207.93
0.5,0.52,0.86,448.87,172.19
0.5,0.52,0.88,450.22,217.82
0.5,0.52,0.9,433.25,188.6
0.5,0.52,0.92,444.33,209.45
0.5,0.52,0.94,372.82,155.18
0.5,0.52,0.96,310.55,154.07
0.5,0.52,0.98,322.45,155.41
0.5,0.54,0.02,304.55,133.49
0.5,0.54,0.04,399.0,176.44
0.5,0.54,0.06,370.22,163.76
0.5,0.54,0.08,424.22,180.03
0.5,0.54,0.1,426.56,181.18
0.5,0.54,0.12,451.89,194.05
0.5,0.54,0.14,417.4,170.97
0.5,0.54,0.16,497.53,225.42
0.5,0.54,0.18,481.96,190.59
0.5,0.54,0.2,505.2,227.22
0.5,0.54,0.22,513.97,214.17
0.5,0.54,0.24,523.5,225.59
0.5,0.54,0.26,504.27,212.39
0.5,0.54,0.28,517.64,248.05
0.5,0.54,0.3,544.33,217.6
0.5,0.54,0.32,555.13,244.62
0.5,0.54,0.34,573.62,231.18
0.5,0.54,0.36,594.87,275.13
0.5,0.54,0.38,553.66,253.62
0.5,0.54,0.4,543.37,234.65
0.5,0.54,0.42,597.08,276.81
0.5,0.54,0.44,555.7,234.85
0.5,0.54,0.46,582.71,236.0
0.5,0.54,0.48,563.44,233.48
0.5,0.54,0.5,575.13,215.16
0.5,0.54,0.52,547.07,245.78
0.5,0.54,0.54,577.21,280.16
0.5,0.54,0.56,558.62,261.05
0.5,0.54,0.58,548.33,202.77
0.5,0.54,0.6,623.26,249.29
0.5,0.54,0.62,601.56,263.42
0.5,0.54,0.64,558.9,226.75
0.5,0.54,0.66,535.72,245.49
0.5,0.54,0.68,483.96,201.21
0.5,0.54,0.7,529.0,220.93
0.5,0.54,0.72,525.68,241.58
0.5,0.54,0.74,581.71,275.91
0.5,0.54,0.76,538.82,208.76
0.5,0.54,0.78,500.49,227.33
0.5,0.54,0.8,478.08,212.33
0.5,0.54,0.82,505.66,222.6
0.5,0.54,0.84,484.6,209.89
0.5,0.54,0.86,472.5,184.24
0.5,0.54,0.88,425.89,177.44
0.5,0.54,0.9,435.01,192.82
0.5,0.54,0.92,436.71,162.52
0.5,0.54,0.94,395.44,171.7
0.5,0.54,0.96,350.47,133.39
0.5,0.54,0.98,304.95,147.32
0.5,0.56,0.02,305.1,133.0
0.5,0.56,0.04,339.64,159.39
0.5,0.56,0.06,423.4,190.01
0.5,0.56,0.08,407.34,172.3
0.5,0.56,0.1,439.7,183.34
0.5,0.56,0.12,468.49,194.07
0.5,0.56,0.14,477.15,181.21
0.5,0.56,0.16,466.41,213.95
0.5,0.56,0.18,470.19,194.43
0.5,0.56,0.2,499.12,203.61
0.5,0.56,0.22,500.98,209.9
0.5,0.56,0.24,541.02,235.97
0.5,0.56,0.26,560.58,251.78
0.5,0.56,0.28,557.67,208.54
0.5,0.56,0.3,540.56,241.32
0.5,0.56,0.32,489.99,198.43
0.5,0.56,0.34,552.77,258.13
0.5,0.56,0.36,595.68,236.52
0.5,0.56,0.38,552.47,241.16
0.5,0.56,0.4,582.12,277.4
0.5,0.56,0.42,578.77,237.84
0.5,0.56,0.44,581.78,238.3
0.5,0.56,0.46,572.52,263.46
0.5,0.56,0.48,609.3,243.68
0.5,0.56,0.5,551.25,239.1
0.5,0.56,0.52,592.99,256.09
0.5,0.56,0.54,568.65,222.77
0.5,0.56,0.56,549.43,241.44
0.5,0.56,0.58,575.56,232.89
0.5,0.56,0.6,552.15,229.36
0.5,0.56,0.62,592.2,275.62
0.5,0.56,0.64,524.5,220.4
0.5,0.56,0.66,566.61,251.78
0.5,0.56,0.68,559.79,228.94
0.5,0.56,0.7,523.03,238.41
0.5,0.56,0.72,535.98,240.0
0.5,0.56,0.74,525.19,239.8
0.5,0.56,0.76,487.41,212.79
0.5,0.56,0.78,477.96,208.94
0.5,0.56,0.8,470.97,210.9
0.5,0.56,0.82,517.89,217.87
0.5,0.56,0.84,487.05,218.54
0.5,0.56,0.86,438.19,201.76
0.5,0.56,0.88,459.91,195.47
0.5,0.56,0.9,420.88,171.89
0.5,0.56,0.92,402.99,178.24
0.5,0.56,0.94,391.87,180.14
0.5,0.56,0.96,342.94,179.92
0.5,0.56,0.98,318.51,142.7
0.5,0.58,0.02,321.55,142.59
0.5,0.58,0.04,333.56,139.57
0.5,0.58,0.06,367.55,170.87
0.5,0.58,0.08,438.26,176.18
0.5,0.58,0.1,410.49,167.11
0.5,0.58,0.12,461.95,209.2
0.5,0.58,0.14,455.73,177.29
0.5,0.58,0.16,457.32,235.54
0.5,0.58,0.18,530.97,235.87
0.5,0.58,0.2,515.87,209.82
0.5,0.58,0.22,490.53,215.82
0.5,0.58,0.24,518.8,229.9
0.5,0.58,0.26,519.88,245.84
0.5,0.58,0.28,494.29,219.87
0.5,0.58,0.3,527.64,233.86
0.5,0.58,0.32,561.94,230.35
0.5,0.58,0.34,544.88,216.67
0.5,0.58,0.36,569.4,243.94
0.5,0.58,0.38,560.89,226.61
0.5,0.58,0.4,540.19,236.9
0.5,0.58,0.42,572.59,242.42
0.5,0.58,0.44,566.73,222.72
0.5,0.58,0.46,551.31,227.67
0.5,0.58,0.48,527.49,259.68
0.5,0.58,0.5,577.16,256.93
